head_UMLS_CUI	relation	tail_UMLS_CUI
C0018099	NDFRT	C4083115
C0021368	NDFRT	C0690128
C0002963	NDFRT	C4282228
C0009806	NDFRT	C1165048
C4282115	NDFRT	C0027947
C0043251	NDFRT	C0705010
C0032961	NDFRT	C3832934
C0018802	NDFRT	C0978224
C0042024	NDFRT	C0689964
C0041466	NDFRT	C0980908
C0006840	NDFRT	C1812975
C0688460	NDFRT	C0162526
C0003873	NDFRT	C0977713
C0022104	NDFRT	C1577428
C0149778	NDFRT	C0688958
C0020542	NDFRT	C0708684
C0919267	NDFRT	C0392428
C0022661	NDFRT	C1572401
C0979732	NDFRT	C0034734
C0690815	NDFRT	C0042963
C2700666	NDFRT	C0525045
C0029443	NDFRT	C0037536
C0149745	NDFRT	C0520472
C0033740	NDFRT	C0976710
C0011615	NDFRT	C0982911
C0020538	NDFRT	C0689293
C0705408	NDFRT	C0022603
C0003175	NDFRT	C0976557
C0004623	NDFRT	C0688158
C0030319	NDFRT	C0688370
C0028326	NDFRT	C1612428
C0024530	NDFRT	C0282398
C0600142	NDFRT	C0781942
C0004669	NDFRT	C0978760
C1876895	NDFRT	C1458155
C2920434	NDFRT	C0009806
C0693534	NDFRT	C0242698
C0013604	NDFRT	C0546849
C0004623	NDFRT	C0979004
C0040156	NDFRT	C0980695
C0010346	NDFRT	C4224890
C0013390	NDFRT	C0689442
C0021368	NDFRT	C0704929
C0005586	NDFRT	C1509487
C0038454	NDFRT	C0795668
C0020540	NDFRT	C0699440
C0009324	NDFRT	C4238108
C0038587	NDFRT	C0774023
C3495559	NDFRT	C0020740
C0042510	NDFRT	C0978722
C0035457	NDFRT	C1704358
C0035457	NDFRT	C0691675
C0162526	NDFRT	C0690418
C0002792	NDFRT	C0546876
C0020621	NDFRT	C0690058
C0040921	NDFRT	C0543210
C0006118	NDFRT	C0689572
C0016509	NDFRT	C0689112
C0004096	NDFRT	C3281430
C0020538	NDFRT	C1591469
C0980415	NDFRT	C0035854
C0021603	NDFRT	C0004963
C0006625	NDFRT	C4048202
C1762218	NDFRT	C0038395
C0304428	NDFRT	C0033775
C0037199	NDFRT	C0975692
C0038218	NDFRT	C0775264
C0020676	NDFRT	C0775244
C0981575	NDFRT	C0037072
C0025322	NDFRT	C0071108
C0010200	NDFRT	C0976203
C0014553	NDFRT	C0688830
C0688805	NDFRT	C0025322
C0027947	NDFRT	C0978013
C0079153	NDFRT	C0690699
C0027404	NDFRT	C4489875
C0005943	NDFRT	C0980746
C0039128	NDFRT	C3888048
C0037278	NDFRT	C0980743
C0007166	NDFRT	C0977987
C0004239	NDFRT	C0788742
C0027145	NDFRT	C0980708
C0040259	NDFRT	C0975748
C0398650	NDFRT	C0979996
C0982453	NDFRT	C0031762
C0014752	NDFRT	C0976729
C0428977	NDFRT	C0980577
C0030193	NDFRT	C3883183
C0007947	NDFRT	C0976715
C0018567	NDFRT	C0977632
C0975319	NDFRT	C0014836
C0042029	NDFRT	C0781517
C0011854	NDFRT	C3888222
C0006818	NDFRT	C1964287
C0036983	NDFRT	C0001636
C0018802	NDFRT	C0778643
C0030193	NDFRT	C0546864
C0066005	NDFRT	C0003615
C0024121	NDFRT	C4521162
C0015456	NDFRT	C0352501
C0009443	NDFRT	C0784059
C0689955	NDFRT	C0009952
C0010692	NDFRT	C0784622
C0023786	NDFRT	C1329027
C0038358	NDFRT	C0974180
C0020268	NDFRT	C0019112
C0021400	NDFRT	C1177129
C0220994	NDFRT	C0980182
C0021368	NDFRT	C0982279
C0497327	NDFRT	C1319651
C0040592	NDFRT	C0689633
C0774349	NDFRT	C0030193
C0013395	NDFRT	C0974202
C0520909	NDFRT	C4082965
C0041408	NDFRT	C0939171
C0034067	NDFRT	C0974243
C0009324	NDFRT	C0784787
C1263846	NDFRT	C0980965
C0974679	NDFRT	C0036690
C0027051	NDFRT	C0981134
C0975417	NDFRT	C0022729
C0690276	NDFRT	C0043515
C0009324	NDFRT	C0770560
C0043251	NDFRT	C0980197
C0032914	NDFRT	C4238500
C0018939	NDFRT	C0689574
C0038356	NDFRT	C0977725
C0030319	NDFRT	C0981443
C0003873	NDFRT	C0975947
C0270851	NDFRT	C0692500
C0011156	NDFRT	C0087163
C0042510	NDFRT	C0978721
C0014869	NDFRT	C0688334
C0042510	NDFRT	C1877734
C0011991	NDFRT	C1329180
C0023448	NDFRT	C1832027
C0013221	NDFRT	C0977019
C0024530	NDFRT	C3887716
C0001623	NDFRT	C0689576
C0016509	NDFRT	C0063077
C0004623	NDFRT	C2001521
C0020619	NDFRT	C3245316
C4521162	NDFRT	C0023418
C0976391	NDFRT	C0043352
C0688766	NDFRT	C0038160
C0016509	NDFRT	C1968000
C0018567	NDFRT	C0082787
C2607914	NDFRT	C0690124
C0036572	NDFRT	C0773084
C0032787	NDFRT	C1098510
C0033860	NDFRT	C0715738
C0040592	NDFRT	C0282155
C0206664	NDFRT	C0975007
C0038160	NDFRT	C0781574
C0978174	NDFRT	C0013221
C0009766	NDFRT	C0782196
C0688473	NDFRT	C0001723
C0024286	NDFRT	C0693339
C0020540	NDFRT	C0689068
C0033975	NDFRT	C1874875
C0018790	NDFRT	C0974650
C0020461	NDFRT	C0691268
C0004626	NDFRT	C0975397
C0033775	NDFRT	C0689119
C0039128	NDFRT	C3642620
C0027497	NDFRT	C0980645
C0027051	NDFRT	C1329316
C0033774	NDFRT	C0691752
C0019080	NDFRT	C4256511
C0036690	NDFRT	C0979327
C0016167	NDFRT	C0979025
C0149931	NDFRT	C0976705
C0027497	NDFRT	C4534734
C0041408	NDFRT	C2242336
C0004771	NDFRT	C0980546
C2586904	NDFRT	C0033626
C0003873	NDFRT	C0977714
C1595262	NDFRT	C0038436
C0981532	NDFRT	C0014394
C0085396	NDFRT	C0542997
C0034012	NDFRT	C3865130
C0022081	NDFRT	C0703693
C3273321	NDFRT	C0007131
C0690418	NDFRT	C0014347
C0525046	NDFRT	C2684239
C0008354	NDFRT	C1164335
C0030193	NDFRT	C1572451
C0020517	NDFRT	C2726165
C1258225	NDFRT	C0975386
C1258225	NDFRT	C0060405
C0035854	NDFRT	C1876837
C0029408	NDFRT	C0980030
C0028754	NDFRT	C0002525
C0979932	NDFRT	C0024535
C0027726	NDFRT	C0975547
C0035243	NDFRT	C0978884
C0035243	NDFRT	C2939610
C0243000	NDFRT	C3249118
C0038454	NDFRT	C2975435
C0038160	NDFRT	C0014310
C0035222	NDFRT	C0028215
C0042029	NDFRT	C0975372
C0020538	NDFRT	C0982862
C0018567	NDFRT	C0974951
C0006434	NDFRT	C1161453
C0040034	NDFRT	C1168875
C0020538	NDFRT	C0980970
C0037274	NDFRT	C1813082
C0027708	NDFRT	C4083187
C1263846	NDFRT	C1165185
C0689921	NDFRT	C0006057
C0980498	NDFRT	C2937421
C0022729	NDFRT	C1589753
C0976749	NDFRT	C0025322
C0007642	NDFRT	C0708218
C0011389	NDFRT	C0980267
C0020517	NDFRT	C0974046
C0978013	NDFRT	C0010414
C0023890	NDFRT	C0688059
C0006845	NDFRT	C0784622
C4048344	NDFRT	C0038395
C0030319	NDFRT	C0690437
C0162526	NDFRT	C0338196
C0004623	NDFRT	C1965620
C0056732	NDFRT	C0026837
C0162565	NDFRT	C1572085
C0036690	NDFRT	C0028157
C1584930	NDFRT	C0032787
C2722194	NDFRT	C0001261
C0038358	NDFRT	C0688331
C0021359	NDFRT	C0977016
C0027726	NDFRT	C4082660
C0018802	NDFRT	C4019964
C0029882	NDFRT	C1178551
C0038160	NDFRT	C0010523
C0688374	NDFRT	C0035258
C0979750	NDFRT	C0009324
C0020625	NDFRT	C0980240
C0033700	NDFRT	C0975337
C0027051	NDFRT	C4048401
C0011581	NDFRT	C0939169
C0004623	NDFRT	C2266930
C0006287	NDFRT	C0981117
C0018834	NDFRT	C0793989
C0033740	NDFRT	C0978760
C0027051	NDFRT	C0282321
C0033817	NDFRT	C0975411
C0978619	NDFRT	C0038941
C0071844	NDFRT	C0003868
C0008149	NDFRT	C0981560
C0027708	NDFRT	C4282418
C4083190	NDFRT	C0023467
C0003578	NDFRT	C0709718
C0009806	NDFRT	C0980135
C0008497	NDFRT	C0688230
C0015404	NDFRT	C0976716
C0035258	NDFRT	C0688375
C0023448	NDFRT	C2948976
C0162627	NDFRT	C0688958
C0976841	NDFRT	C0033774
C0018834	NDFRT	C0691839
C0013295	NDFRT	C0974180
C0018081	NDFRT	C0724517
C0038395	NDFRT	C0975440
C0979727	NDFRT	C0003469
C0004623	NDFRT	C0689741
C0079731	NDFRT	C3501358
C0018802	NDFRT	C0978002
C0977853	NDFRT	C0524910
C1586304	NDFRT	C0010043
C0034067	NDFRT	C0709777
C0033975	NDFRT	C0975609
C0015967	NDFRT	C0691088
C0003873	NDFRT	C3847977
C0038587	NDFRT	C0994395
C0013395	NDFRT	C0074722
C0040046	NDFRT	C0589887
C0352842	NDFRT	C0040259
C0010823	NDFRT	C4281926
C0018939	NDFRT	C0978589
C0036974	NDFRT	C0025576
C0015404	NDFRT	C0977104
C0003850	NDFRT	C1591454
C0042487	NDFRT	C1739768
C1572234	NDFRT	C0027796
C0004096	NDFRT	C0981207
C0238111	NDFRT	C0590816
C0042769	NDFRT	C0977723
C0004030	NDFRT	C0338196
C0007787	NDFRT	C0690746
C0784200	NDFRT	C0003873
C0020456	NDFRT	C0982217
C0014549	NDFRT	C1161614
C0979236	NDFRT	C0035585
C0020619	NDFRT	C1169120
C0038160	NDFRT	C1744622
C0020619	NDFRT	C0688828
C0038395	NDFRT	C0775600
C0020538	NDFRT	C1329327
C0018802	NDFRT	C0118168
C0003469	NDFRT	C0700409
C0690622	NDFRT	C0021368
C0242698	NDFRT	C1657021
C0037188	NDFRT	C2718123
C0162627	NDFRT	C0979347
C0162627	NDFRT	C0007560
C0019080	NDFRT	C0704670
C0020542	NDFRT	C1329162
C0026948	NDFRT	C4048564
C0021368	NDFRT	C0978566
C0006846	NDFRT	C0338196
C0976435	NDFRT	C0042109
C0977715	NDFRT	C0013390
C0005586	NDFRT	C0979917
C0071778	NDFRT	C0085682
C0020557	NDFRT	C0872877
C0007134	NDFRT	C0982234
C0022729	NDFRT	C0688173
C0038941	NDFRT	C0021968
C0004626	NDFRT	C0976557
C0003175	NDFRT	C3887736
C2239176	NDFRT	C1669518
C0015456	NDFRT	C0775271
C0014836	NDFRT	C0007555
C0033700	NDFRT	C0975384
C0032343	NDFRT	C1995199
C0020476	NDFRT	C0979726
C0028768	NDFRT	C2365903
C0035585	NDFRT	C0979235
C0036271	NDFRT	C1948867
C0023890	NDFRT	C0937640
C0011615	NDFRT	C0025815
C0004623	NDFRT	C0975399
C0014173	NDFRT	C1349745
C0085426	NDFRT	C0037531
C0017181	NDFRT	C0691121
C0039240	NDFRT	C0938765
C0020437	NDFRT	C0975947
C0017612	NDFRT	C0690586
C0036690	NDFRT	C0977104
C0162836	NDFRT	C1122087
C0033860	NDFRT	C0687920
C0038220	NDFRT	C2346394
C0018802	NDFRT	C0693630
C0034013	NDFRT	C0977239
C0030193	NDFRT	C3528619
C1712033	NDFRT	C0038941
C0011603	NDFRT	C0975726
C0525045	NDFRT	C1585633
C0004239	NDFRT	C0772509
C0014869	NDFRT	C2608718
C0428977	NDFRT	C0976663
C0015404	NDFRT	C1533702
C0033975	NDFRT	C0978699
C0688318	NDFRT	C0027726
C0038941	NDFRT	C3152397
C0979235	NDFRT	C0085426
C0589978	NDFRT	C0011581
C0428977	NDFRT	C0980573
C0025202	NDFRT	C3644517
C1263846	NDFRT	C0700563
C0040034	NDFRT	C4048651
C0013395	NDFRT	C0282045
C0038160	NDFRT	C0770669
C0004239	NDFRT	C0709792
C0004096	NDFRT	C1874270
C0162836	NDFRT	C3888175
C0030201	NDFRT	C0600099
C0020517	NDFRT	C1874071
C0004623	NDFRT	C0687830
C4048564	NDFRT	C0002880
C0981560	NDFRT	C0015404
C0018834	NDFRT	C0691837
C0034065	NDFRT	C0593788
C0033860	NDFRT	C0595475
C0693280	NDFRT	C0011581
C0033740	NDFRT	C0040263
C0691039	NDFRT	C0042029
C0042018	NDFRT	C0980248
C0002453	NDFRT	C0791632
C1458155	NDFRT	C0980512
C0023487	NDFRT	C2920183
C0011615	NDFRT	C3475340
C0028754	NDFRT	C3831943
C0688020	NDFRT	C0033775
C0003868	NDFRT	C0040866
C0038941	NDFRT	C0282052
C0033775	NDFRT	C0724660
C0020540	NDFRT	C0689067
C0018482	NDFRT	C1589753
C0013295	NDFRT	C0688331
C0036341	NDFRT	C0976986
C0037278	NDFRT	C0282242
C0004238	NDFRT	C0700548
C0690290	NDFRT	C0162526
C0002878	NDFRT	C0138273
C0981517	NDFRT	C0035460
C0041976	NDFRT	C0704716
C0037278	NDFRT	C1453642
C0020517	NDFRT	C0974003
C0001957	NDFRT	C0688241
C0013395	NDFRT	C0690780
C0013221	NDFRT	C2713044
C0038160	NDFRT	C4281835
C0037763	NDFRT	C0702858
C0977098	NDFRT	C0033817
C0032797	NDFRT	C0014704
C0027051	NDFRT	C3818693
C0021890	NDFRT	C0037533
C0024286	NDFRT	C0011276
C0035126	NDFRT	C0247025
C1458155	NDFRT	C0994883
C0038160	NDFRT	C0981277
C0010481	NDFRT	C0978689
C0085313	NDFRT	C0689225
C0036220	NDFRT	C0015133
C0021099	NDFRT	C0975416
C0023418	NDFRT	C0689574
C0053789	NDFRT	C0079487
C0010200	NDFRT	C0976389
C0017612	NDFRT	C2947365
C0593977	NDFRT	C0036920
C0013390	NDFRT	C0975734
C0020538	NDFRT	C0687883
C0556346	NDFRT	C4306818
C0033578	NDFRT	C0979923
C0978251	NDFRT	C0021603
C0009766	NDFRT	C0705898
C0018482	NDFRT	C0975678
C0149931	NDFRT	C0690858
C0042029	NDFRT	C0978881
C2937421	NDFRT	C0690101
C0036508	NDFRT	C0775293
C0041408	NDFRT	C1169559
C0038941	NDFRT	C0719220
C0041408	NDFRT	C2683596
C0055014	NDFRT	C0018482
C1363070	NDFRT	C0001818
C0027412	NDFRT	C0774387
C0014121	NDFRT	C1177547
C0038160	NDFRT	C0609436
C0026918	NDFRT	C0038426
C0039240	NDFRT	C0072869
C0023434	NDFRT	C4048565
C0029434	NDFRT	C0073994
C0001122	NDFRT	C0142874
C0772568	NDFRT	C0003578
C1344946	NDFRT	C0040259
C0020538	NDFRT	C1532857
C0018834	NDFRT	C0688332
C1329023	NDFRT	C0004626
C0033975	NDFRT	C0981498
C0021368	NDFRT	C0978567
C0040460	NDFRT	C0974892
C0011881	NDFRT	C0693958
C0003873	NDFRT	C4238108
C0020217	NDFRT	C4224889
C0693523	NDFRT	C0011615
C0030297	NDFRT	C0981579
C0017160	NDFRT	C0976734
C0038358	NDFRT	C0301464
C0018834	NDFRT	C0052993
C0033817	NDFRT	C0978136
C0020456	NDFRT	C0795633
C0060405	NDFRT	C0037199
C0977210	NDFRT	C0009806
C0006118	NDFRT	C0981522
C0009324	NDFRT	C3536355
C0004623	NDFRT	C0975337
C0977431	NDFRT	C0032787
C0002395	NDFRT	C0792404
C0020933	NDFRT	C0030790
C0026636	NDFRT	C0978164
C0040997	NDFRT	C0085237
C0977841	NDFRT	C0036220
C0687720	NDFRT	C0775228
C0002874	NDFRT	C1831905
C0029882	NDFRT	C0688171
C0011581	NDFRT	C0980967
C0980832	NDFRT	C0030193
C0004239	NDFRT	C0687939
C0032064	NDFRT	C0038425
C0006444	NDFRT	C0702912
C0004623	NDFRT	C0980393
C0975730	NDFRT	C0600142
C0035243	NDFRT	C0977099
C0001261	NDFRT	C1965620
C0002963	NDFRT	C2242407
C0029882	NDFRT	C0003420
C0030193	NDFRT	C0691752
C0242698	NDFRT	C3665250
C0001144	NDFRT	C0980550
C0011860	NDFRT	C0040372
C0027051	NDFRT	C4048452
C0043251	NDFRT	C0982876
C4282115	NDFRT	C0038160
C0038454	NDFRT	C0690746
C0027051	NDFRT	C0690584
C0027430	NDFRT	C0976123
C0020615	NDFRT	C0773222
C0013221	NDFRT	C0792168
C0027497	NDFRT	C0981346
C0001144	NDFRT	C0977472
C0011854	NDFRT	C2683557
C0011860	NDFRT	C2683605
C0003873	NDFRT	C1577516
C3665423	NDFRT	C0038218
C0039128	NDFRT	C3883333
C0009663	NDFRT	C1589847
C0020619	NDFRT	C0978594
C0000771	NDFRT	C0978078
C0037929	NDFRT	C2740401
C0009324	NDFRT	C4529675
C0021368	NDFRT	C0977620
C0007787	NDFRT	C0691143
C0936215	NDFRT	C0692015
C0014836	NDFRT	C0991714
C0004623	NDFRT	C0781576
C2719526	NDFRT	C0025295
C2937421	NDFRT	C1962373
C0009768	NDFRT	C4049000
C0037379	NDFRT	C0302236
C1112209	NDFRT	C1621993
C0753645	NDFRT	C0042029
C0788107	NDFRT	C0030193
C0035457	NDFRT	C0976434
C0015544	NDFRT	C1828759
C0040613	NDFRT	C0029163
C0003175	NDFRT	C1967637
C0037278	NDFRT	C0692100
C0232488	NDFRT	C0980139
C0005586	NDFRT	C0688375
C0976895	NDFRT	C0032964
C0003873	NDFRT	C0784787
C0007537	NDFRT	C0038395
C0007785	NDFRT	C0691142
C0004352	NDFRT	C0771200
C0025323	NDFRT	C0976781
C0010068	NDFRT	C0981506
C1269915	NDFRT	C0040038
C2001521	NDFRT	C0038160
C0026603	NDFRT	C0978363
C0033860	NDFRT	C0786338
C0034012	NDFRT	C3154003
C0004239	NDFRT	C0690717
C0009443	NDFRT	C3667437
C0018939	NDFRT	C0689573
C0022729	NDFRT	C0981571
C1965285	NDFRT	C0042514
C0038218	NDFRT	C0063077
C0039590	NDFRT	C4083187
C0036341	NDFRT	C0977344
C0020443	NDFRT	C0979725
C0009450	NDFRT	C0977466
C4049001	NDFRT	C0033581
C0033975	NDFRT	C0975607
C0688371	NDFRT	C0030319
C0004623	NDFRT	C0024452
C0038356	NDFRT	C4224890
C0162316	NDFRT	C1612954
C0029408	NDFRT	C1572523
C1168676	NDFRT	C0038166
C0162627	NDFRT	C2722300
C1572087	NDFRT	C0039614
C0002878	NDFRT	C2608733
C0525046	NDFRT	C0688393
C0036341	NDFRT	C0980831
C0018133	NDFRT	C0705898
C2719424	NDFRT	C0393593
C0001627	NDFRT	C0938062
C0015967	NDFRT	C0691138
C0016509	NDFRT	C0982672
C0027726	NDFRT	C0690836
C0023219	NDFRT	C3858248
C0011603	NDFRT	C0778108
C0021368	NDFRT	C0790769
C0016509	NDFRT	C0589753
C0976983	NDFRT	C0028768
C0042345	NDFRT	C2756446
C0004030	NDFRT	C0789332
C0020433	NDFRT	C0979445
C0689483	NDFRT	C0037763
C0039240	NDFRT	C4238297
C1458155	NDFRT	C0976975
C0525046	NDFRT	C2927775
C1699236	NDFRT	C0025323
C0042029	NDFRT	C0981571
C0042029	NDFRT	C0688336
C0029456	NDFRT	C0688104
C0022104	NDFRT	C4026421
C0020542	NDFRT	C0979032
C0021400	NDFRT	C2266953
C0017181	NDFRT	C0974178
C0020476	NDFRT	C1178718
C0010691	NDFRT	C0689226
C0020538	NDFRT	C0978224
C0026948	NDFRT	C0977857
C0005586	NDFRT	C1319721
C0023418	NDFRT	C0978589
C0017612	NDFRT	C0875901
C0039590	NDFRT	C4282418
C0018133	NDFRT	C0361699
C0149778	NDFRT	C0975369
C0024305	NDFRT	C1955474
C0019080	NDFRT	C0033602
C0206664	NDFRT	C4048718
C0021368	NDFRT	C0691142
C0026769	NDFRT	C2719464
C0018802	NDFRT	C1965147
C0690124	NDFRT	C0003868
C0600901	NDFRT	C0009324
C0011608	NDFRT	C1608306
C0004239	NDFRT	C0772614
C0023223	NDFRT	C0977872
C0014863	NDFRT	C0978004
C0977118	NDFRT	C0149778
C0018021	NDFRT	C0775245
C0242698	NDFRT	C0705908
C0689729	NDFRT	C0030193
C0020621	NDFRT	C0982848
C1458155	NDFRT	C0304783
C0030193	NDFRT	C0978162
C0242350	NDFRT	C1119918
C0007947	NDFRT	C0976716
C0035793	NDFRT	C3887869
C0030807	NDFRT	C2608733
C0011860	NDFRT	C0980749
C0014121	NDFRT	C0689861
C0030193	NDFRT	C1816128
C0688175	NDFRT	C0038395
C0071553	NDFRT	C0033578
C0011860	NDFRT	C0993223
C0004626	NDFRT	C3887736
C0020542	NDFRT	C3667609
C0025202	NDFRT	C0977844
C0003873	NDFRT	C1711859
C0033740	NDFRT	C0778369
C0030193	NDFRT	C2703051
C0027497	NDFRT	C0036444
C0038425	NDFRT	C0007947
C0014869	NDFRT	C0974180
C0151814	NDFRT	C0687918
C0013295	NDFRT	C0301464
C0038395	NDFRT	C0980368
C0007789	NDFRT	C0976071
C0149778	NDFRT	C0975419
C0008533	NDFRT	C1651015
C0038587	NDFRT	C0774024
C0021603	NDFRT	C0710311
C0784855	NDFRT	C3665596
C0039590	NDFRT	C0010934
C0011881	NDFRT	C0974833
C0038166	NDFRT	C0688576
C0015404	NDFRT	C0688233
C0041976	NDFRT	C0982717
C0020676	NDFRT	C0939014
C0039240	NDFRT	C2710426
C0001957	NDFRT	C0979175
C0020273	NDFRT	C0023890
C0027726	NDFRT	C0975944
C0018802	NDFRT	C0287041
C0524909	NDFRT	C0979315
C0002880	NDFRT	C0690120
C0014544	NDFRT	C3666530
C0014544	NDFRT	C0977059
C0035793	NDFRT	C3887742
C0024141	NDFRT	C1148556
C0035436	NDFRT	C0691138
C0030193	NDFRT	C0690658
C0690549	NDFRT	C0027145
C0113286	NDFRT	C0009326
C0017605	NDFRT	C0979532
C0006277	NDFRT	C0974243
C0018790	NDFRT	C0542683
C0019829	NDFRT	C4048627
C0003578	NDFRT	C0709708
C0019196	NDFRT	C3252090
C0025322	NDFRT	C3504944
C0004096	NDFRT	C0778291
C0014869	NDFRT	C0689796
C0975684	NDFRT	C0040336
C0042024	NDFRT	C0689874
C0003864	NDFRT	C0980096
C0030193	NDFRT	C2587164
C0008066	NDFRT	C0975604
C0085681	NDFRT	C3696645
C0006370	NDFRT	C0700455
C0018133	NDFRT	C3652002
C0033775	NDFRT	C0775263
C0004623	NDFRT	C0975401
C0014752	NDFRT	C0059566
C0085423	NDFRT	C0975534
C0006434	NDFRT	C0977872
C0042963	NDFRT	C0355372
C0027726	NDFRT	C0980806
C0085215	NDFRT	C1329128
C0398650	NDFRT	C4281934
C0002994	NDFRT	C0976147
C0001623	NDFRT	C3282059
C0029878	NDFRT	C0689838
C0018671	NDFRT	C1358617
C0975542	NDFRT	C0030193
C0023892	NDFRT	C0975886
C0002962	NDFRT	C0700548
C0002963	NDFRT	C0688621
C2719526	NDFRT	C0027947
C1164336	NDFRT	C0006818
C0009186	NDFRT	C2720019
C1164214	NDFRT	C0025303
C0004623	NDFRT	C4048625
C0977421	NDFRT	C0040038
C0037286	NDFRT	C0593978
C0041408	NDFRT	C1877852
C0014173	NDFRT	C1169120
C0005697	NDFRT	C1585349
C0724580	NDFRT	C0035455
C0520909	NDFRT	C2369146
C0014544	NDFRT	C2725276
C0029076	NDFRT	C0037129
C0697781	NDFRT	C0014544
C0690120	NDFRT	C0001623
C0021368	NDFRT	C0976341
C0002965	NDFRT	C0977426
C0009088	NDFRT	C1814986
C0700345	NDFRT	C2756731
C0006266	NDFRT	C0976673
C0006625	NDFRT	C0939174
C0035435	NDFRT	C0688435
C0007947	NDFRT	C1533702
C0006625	NDFRT	C1877847
C0038941	NDFRT	C0979709
C0038166	NDFRT	C0019435
C0001623	NDFRT	C0991827
C0242350	NDFRT	C0978594
C0032961	NDFRT	C1349745
C0009443	NDFRT	C0981179
C0043167	NDFRT	C1762217
C0036220	NDFRT	C0702984
C0689184	NDFRT	C0030319
C0032965	NDFRT	C2920202
C0026936	NDFRT	C3883333
C0026603	NDFRT	C0980110
C0979815	NDFRT	C0027497
C0013537	NDFRT	C0979025
C0030193	NDFRT	C4056552
C0037199	NDFRT	C0713228
C0030193	NDFRT	C1532444
C0022729	NDFRT	C0975427
C0085636	NDFRT	C2718941
C1458155	NDFRT	C0079589
C0790769	NDFRT	C0013604
C0018099	NDFRT	C0689172
C0700345	NDFRT	C0975750
C0026838	NDFRT	C0976072
C0003811	NDFRT	C0794811
C3162896	NDFRT	C0919267
C0014869	NDFRT	C0688331
C0014836	NDFRT	C2939610
C0010692	NDFRT	C4049001
C0033975	NDFRT	C0355200
C0011603	NDFRT	C0977207
C0039614	NDFRT	C1967637
C0003873	NDFRT	C0689170
C0021603	NDFRT	C0783315
C0026946	NDFRT	C0352842
C0691537	NDFRT	C0023219
C0006277	NDFRT	C0978237
C0034065	NDFRT	C0981238
C0085682	NDFRT	C0770578
C0975418	NDFRT	C0022729
C0035455	NDFRT	C0775753
C0002395	NDFRT	C0980463
C0001144	NDFRT	C3474023
C0035457	NDFRT	C0054201
C0042134	NDFRT	C0773971
C0042029	NDFRT	C0974679
C0031149	NDFRT	C2744440
C0042029	NDFRT	C0975427
C0033975	NDFRT	C0975242
C0014547	NDFRT	C1329089
C0017181	NDFRT	C0938734
C0029443	NDFRT	C0979168
C0003873	NDFRT	C4224889
C0027430	NDFRT	C1166496
C0036508	NDFRT	C0980074
C0079487	NDFRT	C2343807
C1965633	NDFRT	C0003175
C1591231	NDFRT	C0036271
C0979938	NDFRT	C0024535
C0040038	NDFRT	C0977439
C0525046	NDFRT	C4056439
C0029291	NDFRT	C0976093
C0036271	NDFRT	C0688486
C0079487	NDFRT	C1533700
C0036983	NDFRT	C3887542
C0032897	NDFRT	C0939171
C0043241	NDFRT	C0979168
C0038395	NDFRT	C0776224
C0010068	NDFRT	C0689280
C0004239	NDFRT	C0788741
C0030193	NDFRT	C0976535
C0022729	NDFRT	C0975425
C0020517	NDFRT	C2722527
C0033860	NDFRT	C0978863
C1177094	NDFRT	C0035435
C0033860	NDFRT	C2724902
C0028754	NDFRT	C0689432
C0428977	NDFRT	C1337120
C0020542	NDFRT	C1949328
C0014544	NDFRT	C1269857
C0977342	NDFRT	C0023219
C0085677	NDFRT	C1711774
C0975946	NDFRT	C0020437
C0028754	NDFRT	C3160364
C0023223	NDFRT	C0979704
C0040867	NDFRT	C0041327
C0006277	NDFRT	C0709777
C0002871	NDFRT	C0692662
C0035455	NDFRT	C0977696
C0700345	NDFRT	C0979085
C0038587	NDFRT	C0689160
C0004239	NDFRT	C0982121
C0030193	NDFRT	C0304532
C0018567	NDFRT	C3858248
C0013295	NDFRT	C0795367
C0919267	NDFRT	C3531310
C0039240	NDFRT	C1329139
C0001883	NDFRT	C0976675
C0033700	NDFRT	C0975380
C0037929	NDFRT	C0657912
C0030193	NDFRT	C1532449
C0030193	NDFRT	C2746074
C0991691	NDFRT	C0085677
C3267378	NDFRT	C0026769
C0019112	NDFRT	C0774558
C0919267	NDFRT	C0687821
C0003469	NDFRT	C2365898
C0026769	NDFRT	C0693523
C0042514	NDFRT	C0724633
C0024305	NDFRT	C4082897
C0689152	NDFRT	C0032463
C0018802	NDFRT	C0979025
C0018802	NDFRT	C0354080
C0042514	NDFRT	C0976663
C0982815	NDFRT	C0021890
C0035457	NDFRT	C0770565
C0039614	NDFRT	C0979146
C1458155	NDFRT	C0700582
C0030756	NDFRT	C0792273
C2747641	NDFRT	C0011615
C0036202	NDFRT	C0975941
C0004096	NDFRT	C0974226
C0014836	NDFRT	C0688171
C0014121	NDFRT	C4281896
C0001144	NDFRT	C0059562
C3696637	NDFRT	C0019196
C0032897	NDFRT	C2242336
C0016509	NDFRT	C0689117
C0975286	NDFRT	C0024121
C0009088	NDFRT	C0979219
C0024121	NDFRT	C1948472
C0038160	NDFRT	C0776194
C0020542	NDFRT	C1572624
C0975887	NDFRT	C0031069
C0029463	NDFRT	C4521162
C0001144	NDFRT	C0993191
C0005686	NDFRT	C0690177
C0020538	NDFRT	C0690582
C0001403	NDFRT	C0770565
C0031762	NDFRT	C3189780
C0042510	NDFRT	C1573240
C0038358	NDFRT	C0692418
C0019829	NDFRT	C0546861
