id,UMLS_ID,name
6552,C0075857,tauroursodeoxycholic acid
6555,C0075870,tazobactam
6600,C0076080,temozolomide
6606,C0076096,tenoxicam
6608,C0076107,terazosin
6609,C0076110,terbinafine
6611,C0076115,terconazole
4790,C0076275,orlistat
6686,C0076653,tiaprofenic acid
6701,C0076705,tioconazole
6776,C0076784,tofisopam
558,C0076823,atomoxetine
6790,C0076829,topiramate
6795,C0076836,toremifene
6794,C0076840,torasemide
6820,C0076891,trandolapril
6561,C0077021,tbp
6857,C0077144,trilostane
6867,C0077163,trimethobenzamide
1503,C0077662,coq6
1504,C0077664,coq9
954,C0077782,candoxatril
618,C0078039,avp
47,C0078140,abo
7105,C0078257,vinorelbine
2184,C0078442,epinastine
7089,C0078569,venlafaxine
7189,C0078643,xylometazoline
7242,C0078839,zolpidem
7243,C0078844,zonisamide
7244,C0078847,zopiclone
975,C0079083,carboplatin
1549,C0079173,craniomandibular disorders
2181,C0079294,epidermolysis bullosa dystrophica
2408,C0079349,fgf1
1761,C0079414,dcc
3791,C0079419,li fraumeni syndrome
6797,C0079419,tp53
2928,C0079466,guanfacine
3128,C0079471,hras
3103,C0079541,holoprosencephaly
3119,C0079543,hpn
3257,C0079583,ichthyosiform erythroderma congenital
3260,C0079584,ichthyosis vulgaris
3361,C0079594,iloprost
3930,C0079786,maf
4279,C0079856,moricizine
6637,C0080222,tgfb1
6378,C0080298,src
7221,C0081408,zileuton
4896,C0081876,pantoprazole
1100,C0081942,cd58
2493,C0082608,fluvastatin
2520,C0082613,fosb
2615,C0082646,gadodiamide
2739,C0082708,gli3
3081,C0082920,hla g
3253,C0082966,ibutilide
3287,C0083028,ifnw1
3314,C0083031,il11
3356,C0083032,il7r
524,C0083344,ascl1
4090,C0083381,meloxicam
774,C0083867,bmp7
2977,C0084219,hck
6005,C0084528,sertindole
1110,C0084715,cd81
5198,C0084796,plat
3916,C0085078,lysosomal storage diseases
4282,C0085084,motor neuron disease
5040,C0085096,peripheral vascular diseases
5038,C0085096,peripheral arterial disease
6011,C0085110,severe combined immunodeficiency
828,C0085129,bronchial hyperreactivity
1200,C0085136,central nervous system neoplasms
6524,C0085149,tacrolimus
447,C0085151,app
4612,C0085154,nizatidine
3054,C0085160,hidradenitis
542,C0085170,astemizole
4208,C0085174,misoprostol
6870,C0085176,trimetrexate
852,C0085208,bupropion
5625,C0085218,rag1
2494,C0085228,fluvoxamine
6775,C0085237,tocainide
2132,C0085251,encainide
4342,C0085259,mupirocin
5449,C0085261,proteus syndrome
245,C0085280,alagille syndrome
6287,C0085292,sms
3311,C0085295,il10
5273,C0085409,polyendocrinopathies autoimmune
2860,C0085423,gram negative bacterial infections
3357,C0085424,il9
2861,C0085426,gram positive bacterial infections
5351,C0085542,pravastatin
3442,C0085576,iron refractory iron deficiency anemia
2134,C0085584,encephalopathy
3830,C0085605,liver failure
5506,C0085631,psychomotor agitation
5576,C0085652,pyoderma gangrenosum
3237,C0085682,hypophosphatemia
6354,C0085741,spink1
1567,C0086073,cromoglicic acid
1844,C0086444,dexrazoxane
1021,C0086543,cataract
4360,C0086661,myc
4894,C0086769,panic attacks
2518,C0087140,fos
3673,C0087163,l carnitine
3723,C0090306,latanoprost
1396,C0092777,clofarabine
1353,C0092801,cladribine
1226,C0093437,cevimeline
4461,C0093999,ndp
2955,C0098735,halobetasol propionate
275,C0102118,alendronate
344,C0103045,amisulpride
346,C0103049,amlexanox
556,C0103097,atm
5464,C0103396,prss2
1108,C0104979,cd79b
1109,C0104998,cd80
697,C0105421,bcr
6643,C0106158,tgfbr3
702,C0107103,bdnf
859,C0107497,butenafine
2276,C0107719,ets1
2277,C0107720,ets2
898,C0107994,cabergoline
931,C0108111,calcium gluceptate
1067,C0108748,cd19
1064,C0108768,cd14
1070,C0108773,cd2
2156,C0108783,entpd1
1099,C0108793,cd55
1103,C0108800,cd69
1125,C0108836,cdc7
1137,C0108855,cdk2
4142,C0109002,methsuximide
455,C0109329,aqp1
1356,C0110038,clavulanate
1620,C0110610,ctgf
1842,C0113293,dexmedetomidine
1962,C0114771,dofetilide
1972,C0114872,doxacurium chloride
1974,C0114873,doxazosin
2148,C0116190,enoximone
2231,C0116569,esmolol
2492,C0117996,fluticasone propionate
2523,C0118168,fosinopril
2558,C0118175,fst
2817,C0120107,goserelin
2956,C0120726,halofantrine
3117,C0121300,hpd
3059,C0121811,hip1
3443,C0121830,irs1
3072,C0122005,hla dpa1
3073,C0122007,hla dpb1
3074,C0122013,hla dqa1
3075,C0122020,hla dqb1
3077,C0122040,hla drb1
3078,C0122042,hla drb3
3079,C0122044,hla drb5
1229,C0122577,cfh
2709,C0122592,ghr
3251,C0123047,ibudilast
5591,C0123091,quetiapine
3298,C0123707,igfbp3
3437,C0123931,irinotecan
1242,C0124604,chat
3851,C0126174,losartan
3943,C0126789,magnesium salicylate
4241,C0127082,mmp1
4113,C0127615,mesalazine
4198,C0128513,milrinone
3936,C0129439,mag
5313,C0132309,ppbp
4562,C0132326,nevirapine
4596,C0132512,nilvadipine
4633,C0132776,nonoxynol 9
6506,C0134982,syk
4956,C0135710,pdcd1
5036,C0136123,perindopril
3293,C0140080,igf1r
429,C0140145,apex1
5757,C0140575,rifabutin
5764,C0140594,rimexolone
6543,C0140599,tap1
5885,C0141333,s100a11
4151,C0141756,methylscopolamine bromide
6462,C0143993,sufentanil
4862,C0144576,paclitaxel
6612,C0145185,terlipressin
6629,C0145464,tfe3
6693,C0145942,tiludronate
6706,C0146011,tizanidine
6792,C0146224,topotecan
7058,C0148339,vamp1
2198,C0149678,epstein barr virus infections
4561,C0151683,neutrophilia
3413,C0151699,intracranial hemorrhages
5276,C0152025,polyneuropathies
378,C0152305,ang
4270,C0152331,mog
2430,C0152351,fh
5272,C0152427,polydactyly
5722,C0152439,retinoschisis
4784,C0155305,optic neuropathy ischemic
5555,C0155912,pulmonary alveolar microlithiasis
7070,C0158570,vascular malformations
6927,C0158940,ttn
190,C0162309,adrenoleukodystrophy
1395,C0162357,clodronate
2066,C0162359,eda
3959,C0162429,malnutrition
3515,C0162508,jun
5293,C0162533,porphyrias hepatic
223,C0162565,aip
6079,C0162627,skin diseases bacterial
6083,C0162628,skin diseases viral
6834,C0162643,treatment failure
4550,C0162678,neurofibromatoses
6081,C0162818,skin diseases papulosquamous
3218,C0162834,hyperpigmentation
3239,C0162835,hypopigmentation
3055,C0162836,hidradenitis suppurativa
330,C0162874,amh
4123,C0163055,metaxalone
6300,C0163617,snrpn
4258,C0164371,mmp3
845,C0164386,buclizine
5595,C0164608,quinethazone
6420,C0164662,stavudine
7064,C0164678,vapreotide
6633,C0164707,tfpi
5017,C0164815,penciclovir
1339,C0164835,cinolazepam
3365,C0165032,imiquimod
3448,C0165187,iscu
1970,C0165590,dorzolamide
560,C0165603,atovaquone
137,C0165631,adapalene
2153,C0165921,entacapone
6544,C0165949,tap2
1094,C0167627,cd40lg
4927,C0167636,pax5
5678,C0168388,reboxetine
2206,C0168552,ercc2
3504,C0169658,jak1
3505,C0169661,jak2
3647,C0170517,krt10
1779,C0170521,ddit3
4938,C0170855,pcca
4759,C0171023,olanzapine
5461,C0171427,prrx1
6740,C0171965,tnfaip3
466,C0172021,arbutamine
4603,C0173083,nitisinone
1829,C0175158,deserpidine
4291,C0175313,mpo
5087,C0175346,phb
2953,C0175468,hal
4713,C0175518,nts
6056,C0175693,silver russell syndrome
6276,C0175694,smith lemli opitz syndrome
6323,C0175695,sotos syndrome
7059,C0175697,van der woude syndrome
9,C0175701,aarskog scott syndrome
201,C0175754,agenesis of corpus callosum
1019,C0179686,cast
2382,C0200453,fdps
2691,C0202391,gentamicin
657,C0205169,bad
5011,C0205711,pelizaeus merzbacher disease
3882,C0205821,ltb
7180,C0206003,xk
3402,C0206042,insomnia fatal familial
4549,C0206093,neuroectodermal tumors
1733,C0206178,cytomegalovirus retinitis
950,C0206307,canavan disease
2285,C0206368,exfoliation syndrome
2147,C0206460,enoxaparin
2136,C0206586,endolymphatic hydrops
4522,C0206710,neoplasms basal cell
4526,C0206715,neoplasms neuroepithelial
4527,C0206720,neoplasms squamous cell
4537,C0206727,nerve sheath neoplasms
3800,C0206762,limb deformities congenital
4524,C0206768,neoplasms ductal lobular and medullary
2682,C0207072,gdnf
1687,C0207509,cyp1a2
1192,C0208736,cel
5687,C0208940,reg1a
2417,C0208989,fgf3
1964,C0209210,dolasetron
2336,C0209227,famciclovir
5803,C0209337,rocuronium
1225,C0209366,cetrorelix
4363,C0209368,mycophenolate mofetil
2613,C0209453,gadobenate dimeglumine
5696,C0209499,remikiren
2425,C0209706,fgfr2
3712,C0209738,lamivudine
6395,C0209994,ssrp1
5012,C0210657,pemetrexed
4302,C0210995,msh3
2210,C0211445,ercc6
5810,C0211525,ror1
5811,C0211526,ror2
2713,C0211547,gif
4353,C0212908,mxi1
5872,C0213404,rufinamide
6703,C0213771,tiotropium
1051,C0214570,ccnd2
1047,C0214737,ccl8
3319,C0214743,il13
6642,C0214897,tgfbr2
4050,C0215343,mcl1
4309,C0215510,mst1r
588,C0216162,atp7a
7202,C0216660,zanamivir
4232,C0216705,mllt3
7057,C0216784,valsartan
3313,C0217502,il10rb
1698,C0218171,cyp2c18
1649,C0218504,cxcl12
2738,C0218975,gli2
693,C0219472,bcl2l1
3475,C0219557,itga7
1097,C0220248,cd47
4930,C0220359,pax8
4885,C0220578,palonosetron
5720,C0220701,retinitis pigmentosa 1
1875,C0220726,diastrophic dysplasia
1002,C0220748,cartilage hair hypoplasia
1548,C0220767,craniofrontonasal dysplasia
4773,C0220769,opitz kaveggia syndrome
1862,C0220821,dhps
7171,C0220988,xanthinuria
3063,C0220992,histidinemia
3204,C0220994,hyperammonemia
1818,C0221074,depression postpartum
921,C0221263,cafe au lait spots
4559,C0235032,neurotoxicity syndromes
255,C0236664,alcohol related disorders
1435,C0236736,cocaine related disorders
6453,C0236969,substance related disorders
254,C0236970,alcohol induced disorders
6014,C0237873,sexual dysfunction physiological
4077,C0238462,medullary thyroid carcinoma
6822,C0238478,transient erythroblastopenia of childhood
2083,C0242275,egf
3446,C0242287,isaacs syndrome
2044,C0242339,dyslipidemias
4893,C0242343,panhypopituitarism
2212,C0242350,erectile dysfunction
4913,C0242422,parkinsonian disorders
118,C0242488,acute lung injury
7084,C0242531,vecuronium
1920,C0242656,disease progression
7092,C0242698,ventricular dysfunction left
4019,C0242747,mars
7114,C0242852,vitreoretinopathy proliferative
5568,C0242852,pvr
4276,C0242916,mononegavirales infections
6515,C0242966,systemic inflammatory response syndrome
6671,C0242987,thra
6672,C0242988,thrb
2496,C0243599,fmo1
2498,C0243600,fmo3
1095,C0243982,cd44
5631,C0244404,raloxifene
2526,C0244656,fosphenytoin
2361,C0244756,fbn1
5808,C0244821,ropinirole
1651,C0245297,cxcl2
3780,C0245382,lgals3
6525,C0245557,tacstd2
2019,C0245561,duloxetine
5833,C0245587,rpl13
3256,C0246269,icatibant
6780,C0246330,tolcapone
1960,C0246415,docetaxel
3751,C0246421,letrozole
6266,C0246454,smarca2
5695,C0246631,remifentanil
5703,C0246689,repaglinide
5772,C0246719,risedronate
3774,C0246904,levosimendan
1139,C0246957,cdk4
7203,C0246976,zap70
6705,C0247025,tirofiban
6752,C0247111,tnfrsf9
3360,C0247194,iloperidone
3166,C0248161,htr1b
4008,C0248446,mapkapk2
6267,C0248587,smarca4
6598,C0248719,telmisartan
1151,C0249197,cdkn1a
7053,C0249458,valaciclovir
4910,C0249582,paricalcitol
5355,C0249759,prb2
7185,C0250029,xrcc1
2515,C0250070,forasartan
1041,C0250604,ccl11
7161,C0250963,wnt5a
2462,C0251006,flt3
2664,C0251107,gcat
1066,C0251113,cd163
7201,C0251504,zaleplon
1450,C0251815,col18a1
5862,C0252024,rras
6966,C0252032,tyro3
3778,C0252527,lgals1
3779,C0252528,lgals2
4229,C0252642,mlh1
792,C0252643,bosentan
6416,C0253050,stat3
3506,C0253456,jak3
1666,C0254237,cyba
4331,C0254452,muc5b
3321,C0254610,il15
5735,C0254619,rgs2
1144,C0255652,cdk7
5396,C0256015,prkcg
5531,C0257110,ptk6
5466,C0257137,prss8
6537,C0257343,tamsulosin
3999,C0257535,mapk14
6757,C0257572,tnfsf4
6042,C0258846,shh
2996,C0260662,hearing disorders
6465,C0262960,sulfacytine
964,C0262964,capreomycin
2015,C0262967,dst
7147,C0265210,weaver syndrome
4884,C0265220,pallister hall syndrome
1445,C0265223,cohen syndrome
2550,C0265233,fraser syndrome
4020,C0265235,marshall syndrome
4340,C0265261,multiple pterygium syndrome
3104,C0265264,holt oram syndrome
99,C0265287,acromicric dysplasia
2867,C0265306,greig cephalopolysyndactyly syndrome
4861,C0265334,pachyonychia congenita
622,C0265341,axenfeld rieger syndrome
1241,C0265354,charge syndrome
854,C0265514,buschke ollendorff syndrome
2063,C0265554,ectrodactyly
7090,C0265950,venous malformations
4641,C0266526,norrie disease
2287,C0267963,exocrine pancreatic insufficiency
153,C0268120,adenine phosphoribosyltransferase deficiency
7181,C0268135,xpa
2634,C0268151,galt
2762,C0268186,glucose galactose malabsorption
1732,C0268237,cytochrome c oxidase deficiency
4744,C0268353,occipital horn syndrome
312,C0268425,alstrom syndrome
4743,C0268495,oca2
246,C0268505,aland island eye disease
5431,C0268532,prolidase deficiency
6456,C0268631,succinic semialdehyde dehydrogenase deficiency
3915,C0268647,lysinuric protein intolerance
2570,C0268696,fus
3760,C0270612,leukoencephalopathies
276,C0270726,alexander disease
2240,C0270736,essential tremor
5,C0271742,aaas
5018,C0271829,pendred syndrome
5715,C0272167,reticular dysgenesis
2865,C0272302,gray platelet syndrome
3412,C0273058,intracranial hemorrhage traumatic
3900,C0273115,lung injury
6946,C0275904,tuberculosis central nervous system
4798,C0279238,osm
287,C0281666,alitretinoin
3441,C0282193,iron overload
3768,C0282386,levofloxacin
5044,C0282528,peroxisomal disorders
788,C0282609,bone marrow neoplasms
2092,C0282687,ehf
7117,C0282813,voacamine
1690,C0283470,cyp24a1
5812,C0284080,rora
58,C0284941,acamprosate
1096,C0285488,cd46
738,C0285590,bicalutamide
6293,C0285890,snca
1327,C0286079,cidofovir
1107,C0286618,cd79a
559,C0286651,atorvastatin
5912,C0286738,saquinavir
1111,C0286983,cd82
2195,C0287041,eprosartan
1335,C0287390,cinalukast
2021,C0287531,dusp1
1171,C0287573,cefditoren
2568,C0287990,furin
1805,C0288165,delavirdine
3429,C0288171,irbesartan
6554,C0288792,tazarotene
5817,C0289313,rosiglitazone
5546,C0289499,ptprj
4987,C0290068,pdgfrb
370,C0290883,anastrozole
5561,C0291181,pura
2614,C0291216,gadobutrol
1009,C0291573,casp3
298,C0291772,alosetron
3885,C0292186,ltbp2
6270,C0292369,smarcb1
684,C0292625,bcap31
6641,C0292688,tgfbr1
5776,C0292818,ritonavir
6231,C0293237,slc7a5
3802,C0294273,limk1
1783,C0294276,ddr1
7204,C0294292,zbtb16
6816,C0295022,traf3
607,C0295398,auh
7163,C0295892,wnt7a
5984,C0296790,sema4d
2402,C0296800,fexofenadine
467,C0297269,ardeparin
5779,C0297635,rizatriptan
5769,C0297981,ripk1
4277,C0298130,montelukast
1688,C0298987,cyp1b1
777,C0299048,bmpr2
5637,C0299456,ranbp2
3432,C0299544,irf4
486,C0299792,aripiprazole
2077,C0300140,eef1a1
1715,C0300605,cyp4b1
2055,C0301366,echothiophate
3460,C0301373,isopropamide
6532,C0301407,talbutal
965,C0301409,captodiame
307,C0301811,alpp
3439,C0302583,iron
2397,C0302583,fer
3697,C0302813,lactase deficiency
3199,C0304340,hydroxystilbamidine isethionate
1890,C0304612,diflorasone
4955,C0309720,pdc
2566,C0311338,fundus albipunctatus
3265,C0328104,ide
3127,C0332167,hr
4335,C0333355,mucositis
598,C0333641,atrophy
6539,C0336821,tank
4017,C0338344,marimastat
313,C0338488,alternating hemiplegia of childhood
4768,C0338508,opa1
1444,C0338656,cognitive dysfunction
3739,C0339527,leber congenital amaurosis
2140,C0339541,enhanced s cone syndrome
2122,C0340861,emd
4188,C0341306,microvillus inclusion disease
1866,C0342257,diabetes complications
6662,C0342287,thiamine responsive megaloblastic anemia syndrome
3306,C0342384,ihh
188,C0342388,adrenocorticotropic hormone deficiency
3244,C0342418,hypothalamic hamartomas
6869,C0342739,trimethylaminuria
1540,C0342790,cpt2
993,C0342791,carnitine acylcarnitine translocase deficiency
6071,C0342907,sitosterolemia
5050,C0344559,peters anomaly
3519,C0345893,juvenile polyposis syndrome
3958,C0345967,malignant mesothelioma
751,C0346010,birt hogg dube syndrome
2774,C0351000,glycodiazine
4104,C0360172,mepenzolate
1808,C0360174,demecarium
253,C0360534,alclometasone
4274,C0360564,mometasone
7245,C0376160,zuclopenthixol
5290,C0376250,por
1098,C0376272,cd52
7083,C0376393,vdr
692,C0376515,bcl2
3014,C0376545,hematologic neoplasms
806,C0376571,brca1
4205,C0376579,mip
18,C0376622,abcb1
1546,C0376634,craniofacial abnormalities
3382,C0376637,indinavir
3764,C0377265,levetiracetam
6970,C0377610,uba1
1705,C0377773,cyp2j2
7199,C0378466,zafirlukast
5612,C0378482,rabeprazole
4014,C0378964,marcks
3250,C0379199,ibandronate
658,C0379646,bag1
6884,C0379881,trovafloxacin
7222,C0380393,ziprasidone
2413,C0380603,fgf2
3326,C0383327,il18
5532,C0384197,ptk7
6605,C0384228,tenofovir
3431,C0384768,irf3
6087,C0385145,skp1
6262,C0385939,smad4
7095,C0387288,verteporfin
5525,C0387583,ptgs2
6759,C0387990,tnk1
4009,C0388213,mapkapk3
3092,C0388570,hmmr
5488,C0388576,psmb10
5888,C0388675,s100a2
6783,C0388753,tolterodine
5886,C0389073,s100a12
5713,C0389252,ret
1065,C0389372,cd151
132,C0389918,adamts13
6343,C0391462,speg
5799,C0392475,roberts syndrome
7240,C0392938,zoledronate
7122,C0393080,voriconazole
4341,C0393571,multiple system atrophy
2995,C0393735,headache disorders
5278,C0393819,polyradiculoneuropathy chronic inflammatory demyelinating
3891,C0395416,ltk
6678,C0398623,thrombophilia
5564,C0398650,purpura thrombocytopenic idiopathic
2768,C0398746,glutathione synthetase deficiency
4593,C0398791,nijmegen breakage syndrome
2888,C0398794,griscelli syndrome
4632,C0400966,non alcoholic fatty liver disease
4662,C0403399,nphs1
5712,C0406585,restrictive dermopathy
1827,C0406778,dermatopathia pigmentosa reticularis
5924,C0406803,scap
4318,C0410203,mtm1
3230,C0410529,hypochondroplasia
6463,C0424000,suicidal ideation
797,C0428977,bradycardia
1215,C0431427,cerebral dysgenesis
3715,C0432230,langer mesomelic dysplasia
6899,C0432233,trps1
4809,C0432252,osteoporosis pseudoglioma syndrome
3259,C0432306,ichthyosis bullosa of siemens
2307,C0439453,f2
5920,C0445244,sat1
2684,C0445501,gem
876,C0446416,c6
878,C0446417,c7
6404,C0450510,st13
6405,C0450511,st14
6331,C0450544,sp1
7027,C0451641,urolithiasis
869,C0456880,c2
1486,C0458219,complex regional pain syndromes
3016,C0472699,hematopoietic stem cell transplantation
4820,C0497406,overweight
4539,C0497552,nervous system malformations
77,C0520442,acetyldigitoxin
3771,C0520472,levonordefrin
119,C0520799,acute radiation syndrome
5297,C0520909,postoperative nausea and vomiting
4904,C0522224,paralysis
5049,C0524528,pervasive developmental disorder
612,C0524528,autism spectrum disorder
4548,C0524851,neurodegenerative diseases
4031,C0524948,maxillofacial abnormalities
5881,C0524963,ryr2
5882,C0524964,ryr3
5880,C0524965,ryr1
4515,C0525005,nelfinavir
1154,C0525037,cdkn2a
4546,C0525041,neurobehavioral manifestations
4278,C0525045,mood disorder
709,C0525133,bentoquatam
817,C0525227,brimonidine
4305,C0525289,msmb
2497,C0525349,fmo2
5652,C0525678,rasagiline
5349,C0526058,pranlukast
1025,C0526211,cbfb
3750,C0526399,lercanidipine
3376,C0526969,incadronate
2426,C0527057,fgfr3
4761,C0527189,olopatadine
1968,C0527316,donepezil
3789,C0527482,lhx2
4042,C0527721,mc4r
1113,C0527903,cd86
871,C0527999,c3ar1
7241,C0528166,zolmitriptan
3626,C0529085,klf4
6261,C0529119,smad3
6397,C0529155,sstr1
1752,C0529351,darifenacin
6054,C0529793,sildenafil
1343,C0530105,cisatracurium besylate
2302,C0530684,ezogabine
772,C0530979,bmp4
30,C0531026,abcc6
6528,C0531051,taf15
3897,C0531104,lumefantrine
3917,C0531296,lyst
2339,C0531299,fanca
4001,C0532059,mapk4
7118,C0532578,voglibose
1712,C0533212,cyp3a7
6956,C0533325,twist1
2687,C0533545,gemifloxacin
380,C0533668,angpt1
2300,C0534041,ezh1
6975,C0534043,ube2i
5622,C0534064,rad54l
3635,C0534101,klk6
1697,C0534137,cyp2b6
1149,C0534157,cdkl2
7106,C0534281,vipr1
1124,C0534434,cdc6
3934,C0534921,mafg
6273,C0535219,smc3
2294,C0535837,eya1
3279,C0535872,ifna2
1711,C0535996,cyp3a5
3144,C0536221,hsd17b4
4286,C0536495,moxifloxacin
5188,C0536678,pla2g2a
1614,C0536940,ctag1a
6991,C0537026,ugt1a1
4911,C0537311,park7
4024,C0537643,masp2
6710,C0537740,tk2
1016,C0537894,caspofungin
3627,C0537989,klf6
5194,C0538273,pla2g6
1193,C0538927,celecoxib
4650,C0539211,notch4
4222,C0539636,mknk1
6001,C0540301,serping1
3619,C0540309,kiss1
4433,C0540623,naratriptan
2175,C0540659,ephb6
5213,C0540671,pld1
6263,C0540682,smad6
151,C0540694,adefovir dipivoxil
2281,C0541315,everolimus
2183,C0543888,epileptic encephalopathy
3192,C0544368,hydrocortamate
2971,C0544483,hbb
4275,C0546966,monilethrix
4402,C0553604,myotonic disorders
2620,C0560013,gal
670,C0574083,barth syndrome
2901,C0574239,grn
6281,C0574401,smo
2661,C0574426,gba
2590,C0574501,gaa
6391,C0574526,srr
3854,C0574785,lower urinary tract symptoms
218,C0596123,ahr
888,C0596235,ca2
3387,C0596773,infectious encephalitis
2051,C0597716,ebp
6366,C0597731,spr
807,C0598034,brca2
3212,C0598608,hyperhomocysteinemia
3108,C0600142,hot flashes
5026,C0600296,pentosan polysulfate
4125,C0600370,methacholine
3021,C0600502,hemostatic disorders
2099,C0606869,eif2b1
1701,C0608437,cyp2c9
439,C0608460,apoc1
69,C0608826,aceprometazine
4627,C0617355,nnmt
3067,C0618743,hk2
3632,C0618743,klk2
2921,C0622841,gstp1
5361,C0633225,prdx4
5570,C0634839,pxdn
3483,C0637379,itgb4
3482,C0638262,itgb3
883,C0640658,ca1
2781,C0643518,gmps
5752,C0643681,rhoa
6571,C0648370,tcap
5778,C0649350,rivastigmine
4390,C0654795,myo5a
7184,C0655775,xpo1
1623,C0657307,ctnna2
5368,C0657912,pregabalin
1248,C0659150,chek1
6550,C0662811,tasosartan
2082,C0662925,efnb1
5620,C0663124,rad52
4455,C0663204,ncoa3
3808,C0663241,linezolid
4051,C0663296,mcm4
11,C0663655,abacavir
6704,C0663733,tipranavir
3307,C0663912,ikbkb
4289,C0663932,mpi
6904,C0663937,tsc1
3645,C0665301,krit1
6793,C0665823,tor1a
6754,C0666361,tnfsf11
6746,C0666480,tnfrsf13b
2896,C0667286,grm4
241,C0668624,akt1
7195,C0668673,yeats4
6755,C0669351,tnfsf12
4646,C0669365,nos3
4645,C0669372,nos2
6529,C0669417,taf2
3325,C0669927,il17ra
1951,C0669938,dnm1l
6996,C0671434,ugt1a6
4246,C0671550,mmp14
6064,C0671702,sirpa
4683,C0671771,nr1i2
956,C0671970,capecitabine
4010,C0672273,mapkapk5
7123,C0672708,vorinostat
4438,C0673024,nat1
2635,C0673093,gamma hydroxybutyric acid
818,C0673966,brinzolamide
1789,C0674363,ddx6
3847,C0674432,lopinavir
4445,C0674679,nbn
5618,C0674683,rad50
4462,C0675116,ndrg1
484,C0675390,arid1a
2108,C0675677,eif4e2
6045,C0676309,shoc2
1053,C0676565,ccnk
555,C0676764,atic
5633,C0677667,raltitrexed
4818,C0677886,ovarian epithelial cancer
3938,C0677907,magea3
6396,C0683902,sst
2005,C0687133,drug interaction with drug
5222,C0694590,plg
889,C0694600,ca3
1128,C0694872,cdh1
2292,C0694879,ext2
6427,C0694883,stk11
5512,C0694888,pten
6905,C0694895,tsc2
3008,C0700299,heinz body anemias
4788,C0700359,organophosphate poisoning
3423,C0700580,ipratropium bromide
5623,C0700594,radiculopathy
6352,C0700595,spinal muscular atrophies of childhood
338,C0717403,aminohippurate
929,C0717537,calcium acetate
951,C0717550,candesartan
348,C0718495,ammonium lactate
7197,C0724441,yohimbine
2314,C0724584,f9
5374,C0729264,preterm premature rupture of the membranes
2456,C0729582,floating harbor syndrome
4022,C0733397,masoprocol
367,C0740340,amyloidosis familial
3226,C0740394,hyperuricemia
7014,C0749794,upper extremity deformities congenital
2623,C0751161,gale
1387,C0751383,cln3
3031,C0751422,hereditary autoinflammatory diseases
4213,C0751651,mitochondrial diseases
2189,C0751783,epm2a
1811,C0751873,demyelinating autoimmune diseases cns
3032,C0751877,hereditary central nervous system demyelinating diseases
7072,C0751878,vasculitis central nervous system
4356,C0751882,myasthenic syndromes congenital
4355,C0752087,myasthenia gravis autoimmune experimental
4538,C0752090,nervous system autoimmune disease experimental
802,C0752109,brain diseases metabolic inborn
3410,C0752138,intracranial arterial diseases
1201,C0752155,central nervous system vascular malformations
668,C0752166,bardet biedl syndrome
5955,C0752211,sct
4556,C0752252,neuromuscular manifestations
6316,C0752262,somatosensory disorders
4397,C0752282,myopathies structural congenital
6254,C0752287,sleep disorders intrinsic
3776,C0752347,lewy body disease
4346,C0752352,muscular disorders atrophic
2659,C0753645,gatifloxacin
4882,C0753678,paliperidone
2379,C0753749,fcn2
42,C0754011,abiraterone
360,C0754188,amprenavir
6613,C0754515,tert
2552,C0754647,frovatriptan
2027,C0754659,dutasteride
6716,C0754727,tlr2
2618,C0754820,gadoversetamide
90,C0755322,acp1
5287,C0755726,pon2
5599,C0756081,quinupristin
1741,C0756085,dalfopristin
5791,C0756527,rnf139
2286,C0757188,exo1
2842,C0757496,gpr32
5197,C0757769,plagl1
6756,C0757844,tnfsf13
3346,C0758637,il3ra
1089,C0759310,cd3e
33,C0759781,abcd1
2112,C0759933,eletriptan
1116,C0760963,cd96
4981,C0760980,pde9a
3783,C0761756,lgi1
36,C0761993,abcg2
3102,C0762292,hnrnph2
2850,C0762318,gprc5a
1932,C0762540,dlg3
748,C0763658,birc3
2424,C0764082,fgfr1op
1776,C0764224,ddb2
731,C0765273,bexarotene
1377,C0766108,clevidipine
691,C0766164,bcl10
1997,C0766326,dronedarone
1452,C0766823,col1a2
5192,C0768657,pla2g4b
231,C0768673,akap9
3905,C0768899,ly96
991,C0769198,carm1
1011,C0769345,casp5
923,C0770558,calca
2993,C0770560,hdc
6883,C0772089,trospium
3852,C0772364,loteprednol
6277,C0795864,smith magenis syndrome
291,C0795889,allan herndon dudley syndrome
1322,C0795956,chylomicron retention disease
3501,C0795998,jackson weiss syndrome
3895,C0796022,lujan fryns syndrome
519,C0796028,arts syndrome
4271,C0796074,mohr tranebjaerg syndrome
4428,C0796085,nance horan syndrome
5952,C0796149,scott syndrome
6060,C0796154,simpson golabi behmel syndrome
4439,C0796518,nat2
2278,C0796520,etv6
4030,C0806909,max
2282,C0808901,ewsr1
4692,C0809246,nras
674,C0812198,bax
4622,C0812204,nme1
5149,C0812214,pim1
5624,C0812215,raf1
4058,C0812222,mdm2
3620,C0812225,kit
7196,C0812227,yes1
242,C0812230,akt2
7157,C0812233,wnt1
624,C0812237,axl
798,C0812241,braf
6739,C0812246,tnf
1565,C0812252,crk
5667,C0812258,rbp3
2048,C0812258,e2f1
4456,C0812260,ncoa4
2165,C0812262,epha1
2167,C0812263,epha3
2203,C0812265,erbb3
2204,C0812267,erbb4
2355,C0812278,fat1
5815,C0812281,ros1
5629,C0812284,rala
