head	relation	tail
C4282349	subgroupOf	C3245354
C0781309	subgroupOf	C0002335
C0980647	subgroupOf	C0039865
C0980038	subgroupOf	C0244821
C0974158	subgroupOf	C0002327
C2747549	subgroupOf	C0102840
C0692694	subgroupOf	C0004057
C2346395	subgroupOf	C0012010
C3535944	subgroupOf	C0087000
C0687889	subgroupOf	C0002644
C1613990	subgroupOf	C1565316
C0973888	subgroupOf	C0051113
C0689387	subgroupOf	C0085217
C1164734	subgroupOf	C0216784
C0975603	subgroupOf	C0355077
C0974611	subgroupOf	C0004057
C0689293	subgroupOf	C0071304
C1329293	subgroupOf	C0086620
C0595706	subgroupOf	C0057258
C0981221	subgroupOf	C0596005
C0980831	subgroupOf	C0040979
C0994950	subgroupOf	C0700579
C2684231	subgroupOf	C0247194
C0708282	subgroupOf	C0025677
C0978320	subgroupOf	C0024477
C0981394	subgroupOf	C0057610
C0594395	subgroupOf	C0700533
C0690438	subgroupOf	C0039468
C0981663	subgroupOf	C0030858
C2726867	subgroupOf	C0008318
C0978558	subgroupOf	C0025678
C0976683	subgroupOf	C0059447
C0980966	subgroupOf	C0078569
C2920183	subgroupOf	C0040845
C0775228	subgroupOf	C0086135
C0978612	subgroupOf	C0700548
C2718468	subgroupOf	C1611934
C3496146	subgroupOf	C0137440
C0688934	subgroupOf	C0016384
C0979798	subgroupOf	C0033308
C0778276	subgroupOf	C0030896
C0977858	subgroupOf	C0164613
C0775104	subgroupOf	C0018988
C0937300	subgroupOf	C3489575
C0974291	subgroupOf	C0002607
C4519797	subgroupOf	C0173083
C3265547	subgroupOf	C0042845
C0975470	subgroupOf	C0700480
C3696637	subgroupOf	C2976303
C0991749	subgroupOf	C0076080
C1164731	subgroupOf	C0009011
C0978676	subgroupOf	C0026187
C0688373	subgroupOf	C0009011
C4048879	subgroupOf	C0546869
C0976512	subgroupOf	C0243237
C0691839	subgroupOf	C0074722
C1319651	subgroupOf	C0073393
C0690153	subgroupOf	C0033229
C0980221	subgroupOf	C0037494
C0975243	subgroupOf	C0006949
C4256297	subgroupOf	C1143018
C1329802	subgroupOf	C0700579
C0691076	subgroupOf	C0000970
C0980675	subgroupOf	C0039943
C4048906	subgroupOf	C0171023
C0691921	subgroupOf	C0003968
C1171383	subgroupOf	C0077275
C1812991	subgroupOf	C1565750
C0690247	subgroupOf	C0034239
C4026042	subgroupOf	C2719626
C3153917	subgroupOf	C0700496
C0981267	subgroupOf	C0281666
C4238108	subgroupOf	C4238106
C0976322	subgroupOf	C0012010
C1585434	subgroupOf	C0770893
C0690619	subgroupOf	C0040864
C0975416	subgroupOf	C0007562
C0976778	subgroupOf	C0014938
C4281923	subgroupOf	C0770565
C0980669	subgroupOf	C0039943
C4048625	subgroupOf	C0002680
C0689598	subgroupOf	C0025854
C4085665	subgroupOf	C4079830
C0690397	subgroupOf	C0037982
C0976646	subgroupOf	C0304426
C1696477	subgroupOf	C1142738
C4237982	subgroupOf	C0173083
C4080955	subgroupOf	C0025219
C0788743	subgroupOf	C0700579
C0688237	subgroupOf	C0009033
C1608287	subgroupOf	C0014809
C0690306	subgroupOf	C0036442
C4551847	subgroupOf	C0700545
C1613533	subgroupOf	C0169964
C4056552	subgroupOf	C0006405
C0980430	subgroupOf	C0075632
C4073592	subgroupOf	C2000145
C3154345	subgroupOf	C0058733
C2960139	subgroupOf	C0008296
C0978611	subgroupOf	C0700548
C0974599	subgroupOf	C0003968
C0974573	subgroupOf	C0003968
C0979808	subgroupOf	C0033399
C0977857	subgroupOf	C0164613
C0690531	subgroupOf	C0039943
C0692628	subgroupOf	C0061323
C2747317	subgroupOf	C1318649
C1966725	subgroupOf	C0146224
C0975335	subgroupOf	C0007541
C0981135	subgroupOf	C0376218
C0689160	subgroupOf	C0700539
C4073594	subgroupOf	C2000145
C3644443	subgroupOf	C3467876
C0980021	subgroupOf	C0649350
C0937508	subgroupOf	C0301421
C0937434	subgroupOf	C0020281
C2919058	subgroupOf	C0126789
C0979751	subgroupOf	C0074757
C0690552	subgroupOf	C0040134
C1629879	subgroupOf	C0004963
C0786262	subgroupOf	C0042845
C0978589	subgroupOf	C0600901
C4048372	subgroupOf	C0020268
C0974179	subgroupOf	C0301464
C0693339	subgroupOf	C0282125
C0705908	subgroupOf	C0248719
C0975191	subgroupOf	C0054480
C0978677	subgroupOf	C0026196
C2960346	subgroupOf	C0008296
C0978895	subgroupOf	C0027368
C0687998	subgroupOf	C0546851
C0704130	subgroupOf	C0035527
C0980067	subgroupOf	C0036071
C1572673	subgroupOf	C0012133
C1168858	subgroupOf	C0010592
C0980121	subgroupOf	C0700467
C2341615	subgroupOf	C0907850
C0980131	subgroupOf	C3489575
C1168698	subgroupOf	C1170000
C2980124	subgroupOf	C0004963
C0691268	subgroupOf	C0006699
C0980753	subgroupOf	C0040379
C4082682	subgroupOf	C0282388
C0981712	subgroupOf	C0771826
C0709780	subgroupOf	C0039771
C0974199	subgroupOf	C0002371
C3643196	subgroupOf	C0002475
C0975793	subgroupOf	C0009137
C0976004	subgroupOf	C0042845
C0689941	subgroupOf	C0031184
C2961834	subgroupOf	C0015846
C1654786	subgroupOf	C0012472
C4237716	subgroupOf	C0242525
C0981180	subgroupOf	C0078794
C0778566	subgroupOf	C0055856
C3474495	subgroupOf	C0024706
C4475462	subgroupOf	C0025677
C0981738	subgroupOf	C0074554
C3249232	subgroupOf	C0069805
C0874759	subgroupOf	C0076107
C0974243	subgroupOf	C0002575
C0690586	subgroupOf	C0040233
C4238194	subgroupOf	C0074554
C0793005	subgroupOf	C3489575
C2720120	subgroupOf	C0700567
C0692824	subgroupOf	C0008809
C0975190	subgroupOf	C0772024
C4048437	subgroupOf	C0246631
C0981328	subgroupOf	C0042845
C0980578	subgroupOf	C0039771
C0693895	subgroupOf	C0246421
C0976133	subgroupOf	C0770565
C0978577	subgroupOf	C0025746
C0688481	subgroupOf	C0086135
C2315045	subgroupOf	C0771892
C0975046	subgroupOf	C0077768
C1163828	subgroupOf	C0066814
C0975890	subgroupOf	C0541154
C0776210	subgroupOf	C0027324
C0691247	subgroupOf	C0006681
C0973777	subgroupOf	C0000970
C4025981	subgroupOf	C0024467
C1269860	subgroupOf	C0772054
C0692786	subgroupOf	C0076891
C0975397	subgroupOf	C0007559
C0795360	subgroupOf	C0717758
C1577093	subgroupOf	C0213771
C1321183	subgroupOf	C1145759
C0974353	subgroupOf	C0002645
C3855289	subgroupOf	C1948374
C0776224	subgroupOf	C0002645
C4317191	subgroupOf	C0026289
C1533704	subgroupOf	C0014809
C0781559	subgroupOf	C0007735
C1531963	subgroupOf	C0033228
C0978057	subgroupOf	C0003765
C2316502	subgroupOf	C2316497
C0979728	subgroupOf	C0032910
C0978140	subgroupOf	C0596008
C1168684	subgroupOf	C0033228
C0991733	subgroupOf	C0032857
C0978218	subgroupOf	C0546882
C0687804	subgroupOf	C0001927
C0786370	subgroupOf	C0005059
C0542997	subgroupOf	C0052796
C0357916	subgroupOf	C0041942
C0979716	subgroupOf	C0071808
C3856010	subgroupOf	C0913469
C0705610	subgroupOf	C0004963
C2722736	subgroupOf	C0021403
C1177660	subgroupOf	C0759933
C1951666	subgroupOf	C0771469
C0792273	subgroupOf	C0070455
C0977945	subgroupOf	C0022176
C0976377	subgroupOf	C0304520
C0981112	subgroupOf	C0042874
C0977022	subgroupOf	C0016564
C3162611	subgroupOf	C0772054
C0709156	subgroupOf	C0031507
C0975701	subgroupOf	C0008947
C1965992	subgroupOf	C1871526
C0981277	subgroupOf	C0052865
C0974297	subgroupOf	C0002615
C0691152	subgroupOf	C0004057
C0976980	subgroupOf	C0016365
C0688438	subgroupOf	C0010590
C0978314	subgroupOf	C0126777
C3160358	subgroupOf	C1619962
C1134431	subgroupOf	C0721688
C0692494	subgroupOf	C0031412
C0689464	subgroupOf	C0353148
C0974588	subgroupOf	C0003968
C1533389	subgroupOf	C0008947
C2978147	subgroupOf	C0243237
C4048937	subgroupOf	C0066814
C1177994	subgroupOf	C0028040
C0794855	subgroupOf	C0754188
C0687813	subgroupOf	C0002144
C0979830	subgroupOf	C0033447
C3282059	subgroupOf	C0063077
C0687831	subgroupOf	C0546849
C3865126	subgroupOf	C3853839
C2962549	subgroupOf	C2962546
C1168707	subgroupOf	C0249582
C0979534	subgroupOf	C0770456
C2920421	subgroupOf	C0066814
C0977469	subgroupOf	C0019435
C0688817	subgroupOf	C0014962
C0981538	subgroupOf	C0546882
C0978740	subgroupOf	C4048919
C0975456	subgroupOf	C0007738
C1595251	subgroupOf	C1120106
C0982864	subgroupOf	C0216231
C0592857	subgroupOf	C0066814
C0361037	subgroupOf	C0003830
C0936175	subgroupOf	C0031412
C1123025	subgroupOf	C0025815
C0979489	subgroupOf	C0031469
C2947365	subgroupOf	C0937917
C1572306	subgroupOf	C0033218
C2961842	subgroupOf	C0015846
C0689020	subgroupOf	C0018513
C0976412	subgroupOf	C0012381
C0980462	subgroupOf	C0039245
C1532639	subgroupOf	C0771848
C3162476	subgroupOf	C1722260
C0977239	subgroupOf	C0023610
C1329427	subgroupOf	C0700579
C4275469	subgroupOf	C0037518
C0981442	subgroupOf	C0016860
C1168834	subgroupOf	C0391001
C0994952	subgroupOf	C0700579
C2741627	subgroupOf	C0772054
C1509839	subgroupOf	C0050940
C2961848	subgroupOf	C0015846
C2740386	subgroupOf	C0282369
C0691649	subgroupOf	C0132776
C0978634	subgroupOf	C0025893
C0978131	subgroupOf	C0733365
C0977713	subgroupOf	C0020740
C4282243	subgroupOf	C0037494
C0694411	subgroupOf	C0008845
C0981333	subgroupOf	C0007737
C1533700	subgroupOf	C0002645
C0978403	subgroupOf	C0025368
C0980809	subgroupOf	C0040864
C0691142	subgroupOf	C0004057
C0688235	subgroupOf	C0009033
C1813289	subgroupOf	C0969589
C0982876	subgroupOf	C0037494
C0980714	subgroupOf	C0040134
C1723992	subgroupOf	C0299792
C0976876	subgroupOf	C0015846
C0690607	subgroupOf	C0040377
C2746645	subgroupOf	C0053229
C0715444	subgroupOf	C0027996
C0693257	subgroupOf	C0546853
C3530473	subgroupOf	C1831808
C4046831	subgroupOf	C0700549
C0776119	subgroupOf	C0042671
C1177389	subgroupOf	C0004482
C4281926	subgroupOf	C4281926
C0979441	subgroupOf	C0031412
C0979350	subgroupOf	C0700553
C2917867	subgroupOf	C0893761
C1533358	subgroupOf	C1509436
C0979936	subgroupOf	C0034417
C0774350	subgroupOf	C0004057
C0976578	subgroupOf	C0013530
C4049104	subgroupOf	C0771826
C3817146	subgroupOf	C0000378
C0694077	subgroupOf	C0663182
C4082660	subgroupOf	C0040866
C1876829	subgroupOf	C1739826
C0980342	subgroupOf	C0037688
C0979000	subgroupOf	C0028156
C0978136	subgroupOf	C0282386
C1694327	subgroupOf	C0700545
C0354636	subgroupOf	C0040613
C1711909	subgroupOf	C0037508
C3858084	subgroupOf	C4056565
C4074623	subgroupOf	C0015846
C0979498	subgroupOf	C0031507
C0979943	subgroupOf	C0034665
C0980646	subgroupOf	C0039865
C2369792	subgroupOf	C0005088
C3281430	subgroupOf	C0004906
C0690278	subgroupOf	C0034665
C0978124	subgroupOf	C0700596
C4082915	subgroupOf	C0700545
C1585113	subgroupOf	C0700579
C0709784	subgroupOf	C0039771
C0974162	subgroupOf	C0002333
C2609963	subgroupOf	C0076080
C0975605	subgroupOf	C0355077
C0978461	subgroupOf	C0066005
C0690168	subgroupOf	C0546876
C4082880	subgroupOf	C0282151
C0982717	subgroupOf	C0014806
C0978225	subgroupOf	C0085217
C0689172	subgroupOf	C0020740
C0353657	subgroupOf	C0064636
C0980168	subgroupOf	C0037138
C0732025	subgroupOf	C0014912
C1321176	subgroupOf	C1174995
C0976986	subgroupOf	C0700567
C4080781	subgroupOf	C0377265
C0978701	subgroupOf	C0282249
C0874618	subgroupOf	C0700563
C3152634	subgroupOf	C0036079
C0781707	subgroupOf	C0018242
C0713600	subgroupOf	C0304426
C0978955	subgroupOf	C0027996
C0709482	subgroupOf	C0076189
C0694330	subgroupOf	C0671970
C0690255	subgroupOf	C0072828
C2719690	subgroupOf	C0771004
C0978462	subgroupOf	C0127615
C0981499	subgroupOf	C0018546
C2920346	subgroupOf	C0061851
C0991735	subgroupOf	C0282321
C1271609	subgroupOf	C1137427
C0688375	subgroupOf	C0009011
C0979924	subgroupOf	C0164608
C0974976	subgroupOf	C0005575
C1329171	subgroupOf	C0078844
C0872507	subgroupOf	C0105750
C4306821	subgroupOf	C1739826
C0690858	subgroupOf	C0086248
C1166496	subgroupOf	C0004906
C4048562	subgroupOf	C0010583
C0976792	subgroupOf	C0071108
C1995611	subgroupOf	C0169964
C0693300	subgroupOf	C0050559
C3153538	subgroupOf	C0042291
C4018735	subgroupOf	C0700545
C4306819	subgroupOf	C1739826
C1329879	subgroupOf	C0700545
C4275520	subgroupOf	C0039663
C3887909	subgroupOf	C0391001
C1713721	subgroupOf	C0006931
C0936433	subgroupOf	C0282274
C0776123	subgroupOf	C0010934
C0977021	subgroupOf	C0016564
C0795264	subgroupOf	C0017628
C3651191	subgroupOf	C0242525
C0975626	subgroupOf	C0008405
C0777354	subgroupOf	C0008783
C0977262	subgroupOf	C0061863
C1697740	subgroupOf	C0041942
C0688931	subgroupOf	C0016377
C1533036	subgroupOf	C0700580
C0979147	subgroupOf	C0029310
C0732652	subgroupOf	C0002335
C4082712	subgroupOf	C0700461
C0994900	subgroupOf	C0066814
C1329317	subgroupOf	C0282321
C1962373	subgroupOf	C0700596
C0976789	subgroupOf	C0014942
C0976553	subgroupOf	C0282155
C0976706	subgroupOf	C0014758
C0938592	subgroupOf	C0012133
C0975275	subgroupOf	C0079083
C0981591	subgroupOf	C0025872
C0981709	subgroupOf	C0297635
C1702944	subgroupOf	C0087000
C1995609	subgroupOf	C0169964
C0980260	subgroupOf	C0037508
C2981121	subgroupOf	C0043491
C4237909	subgroupOf	C2698764
C0688668	subgroupOf	C0114873
C1614552	subgroupOf	C0961209
C0705355	subgroupOf	C0006699
C0708686	subgroupOf	C0026187
C0691691	subgroupOf	C0031470
C0994338	subgroupOf	C0039771
C0980267	subgroupOf	C0037508
C0975436	subgroupOf	C0007716
C4282051	subgroupOf	C0037494
C0689185	subgroupOf	C0304368
C0979278	subgroupOf	C0030350
C0773672	subgroupOf	C0001275
C4541687	subgroupOf	C4048919
C1178593	subgroupOf	C0978494
C0781288	subgroupOf	C0663655
C0975790	subgroupOf	C0009137
C0978744	subgroupOf	C0066814
C3536355	subgroupOf	C0127615
C0357603	subgroupOf	C0700583
C0974166	subgroupOf	C0002335
C0977874	subgroupOf	C0021968
C4489866	subgroupOf	C0025810
C0781574	subgroupOf	C0007738
C2937598	subgroupOf	C0039607
C0979049	subgroupOf	C0132776
C0980682	subgroupOf	C0039955
C0980943	subgroupOf	C0249458
C0978483	subgroupOf	C0770893
C0778389	subgroupOf	C0724560
C0592460	subgroupOf	C0054201
C3265882	subgroupOf	C1700874
C0977655	subgroupOf	C0977660
C0978595	subgroupOf	C0025826
C3249243	subgroupOf	C0031470
C2979922	subgroupOf	C0040866
C0975699	subgroupOf	C0110059
C4529892	subgroupOf	C0036079
C1341367	subgroupOf	C0037138
C0775244	subgroupOf	C0079691
C0692794	subgroupOf	C0700467
C0978186	subgroupOf	C0546869
C0786375	subgroupOf	C0546869
C0981463	subgroupOf	C0017066
C0688828	subgroupOf	C0015011
C1329607	subgroupOf	C0700545
C0977464	subgroupOf	C0019435
C3154517	subgroupOf	C0246415
C1711948	subgroupOf	C0025219
C0691212	subgroupOf	C0005632
C1576503	subgroupOf	C0146011
C4048671	subgroupOf	C0002026
C0980476	subgroupOf	C0288792
C0692173	subgroupOf	C0008286
C0794856	subgroupOf	C0754188
C0689633	subgroupOf	C0026187
C1354371	subgroupOf	C0040958
C3153995	subgroupOf	C2746078
C0979800	subgroupOf	C0033399
C0980493	subgroupOf	C0076107
C1532641	subgroupOf	C0771848
C0975954	subgroupOf	C0012694
C0977715	subgroupOf	C0020740
C0691554	subgroupOf	C0021978
C0980499	subgroupOf	C0076107
C0689867	subgroupOf	C0029997
C0774179	subgroupOf	C0024002
C0692630	subgroupOf	C0061323
C1628388	subgroupOf	C0299792
C0688075	subgroupOf	C0304358
C1177165	subgroupOf	C0796545
C0978990	subgroupOf	C0068771
C3666768	subgroupOf	C0525227
C0707591	subgroupOf	C0079691
C0782196	subgroupOf	C0242525
C2316542	subgroupOf	C0002645
C0981270	subgroupOf	C0002645
C0977238	subgroupOf	C0023610
C0777494	subgroupOf	C0043474
C1590555	subgroupOf	C0039267
C0981559	subgroupOf	C0663241
C0978862	subgroupOf	C0209368
C0991704	subgroupOf	C0024056
C1329084	subgroupOf	C0935989
C1967802	subgroupOf	C1967802
C1829028	subgroupOf	C0125988
C0981745	subgroupOf	C0040989
C1626919	subgroupOf	C0035525
C0786754	subgroupOf	C0033229
C0981551	subgroupOf	C0090306
C0977986	subgroupOf	C0282210
C0977118	subgroupOf	C3854019
C0542694	subgroupOf	C0011707
C0689498	subgroupOf	C0025573
C0691784	subgroupOf	C0034417
C1699550	subgroupOf	C1699236
C0975887	subgroupOf	C0009262
C1331777	subgroupOf	C0043668
C0977992	subgroupOf	C0282210
C0688319	subgroupOf	C0008296
C0774156	subgroupOf	C0700349
C0975440	subgroupOf	C0007716
C0975516	subgroupOf	C0008168
C4018732	subgroupOf	C0700545
C2947541	subgroupOf	C0040134
C2682360	subgroupOf	C0039771
C0978650	subgroupOf	C0733394
C0688977	subgroupOf	C0017970
C1177201	subgroupOf	C0040845
C0978295	subgroupOf	C0024452
C1164729	subgroupOf	C0009011
C0777957	subgroupOf	C0009137
C0974587	subgroupOf	C0003968
C0974646	subgroupOf	C0596005
C0688242	subgroupOf	C0700528
C0973828	subgroupOf	C0165631
C0979539	subgroupOf	C0770456
C0991732	subgroupOf	C0032857
C0775786	subgroupOf	C0005059
C4082217	subgroupOf	C0002475
C0690717	subgroupOf	C0700468
C0781287	subgroupOf	C0663655
C0981569	subgroupOf	C0024476
C0691567	subgroupOf	C0083183
C0691089	subgroupOf	C0000970
C0979185	subgroupOf	C0069765
C0976908	subgroupOf	C0060282
C0980158	subgroupOf	C0142278
C0689280	subgroupOf	C0022252
C0690749	subgroupOf	C0724441
C2962739	subgroupOf	C0031470
C0974848	subgroupOf	C0005026
C0939021	subgroupOf	C0040134
C1177588	subgroupOf	C0125988
C2746074	subgroupOf	C0304352
C1878312	subgroupOf	C0032950
C0979587	subgroupOf	C0032333
C1995844	subgroupOf	C0040866
C1532448	subgroupOf	C0087000
C0980843	subgroupOf	C0041031
C1178166	subgroupOf	C0147008
C0974835	subgroupOf	C0770917
C0975524	subgroupOf	C0700528
C3887859	subgroupOf	C0937950
C1615085	subgroupOf	C1113707
C0976947	subgroupOf	C0060483
C0982604	subgroupOf	C0006020
C1744622	subgroupOf	C0014810
C0690656	subgroupOf	C0040979
C0780894	subgroupOf	C0298130
C0979445	subgroupOf	C0031412
C0780753	subgroupOf	C0054094
C1329114	subgroupOf	C1101751
C3857361	subgroupOf	C3252090
C2315731	subgroupOf	C0166025
C0978085	subgroupOf	C0064636
C0982914	subgroupOf	C0041942
C2747354	subgroupOf	C0079691
C1531961	subgroupOf	C0033228
C0981416	subgroupOf	C0014563
C0981443	subgroupOf	C0016365
C3888034	subgroupOf	C0254119
C0690616	subgroupOf	C0040864
C3464124	subgroupOf	C2698280
C0688788	subgroupOf	C0014912
C4048954	subgroupOf	C0700533
C0979527	subgroupOf	C0031923
C0689404	subgroupOf	C0024027
C0309618	subgroupOf	C0028157
C0688072	subgroupOf	C0700444
C0689068	subgroupOf	C0282198
C0976060	subgroupOf	C0010927
C0701779	subgroupOf	C0011705
C4080553	subgroupOf	C0043491
C1815886	subgroupOf	C0064326
C0688372	subgroupOf	C0282107
C1622986	subgroupOf	C0009033
C0774581	subgroupOf	C0282321
C3185082	subgroupOf	C0052657
C1576502	subgroupOf	C0949312
C0690605	subgroupOf	C0040377
C1509993	subgroupOf	C0700545
C0977985	subgroupOf	C0282210
C0688744	subgroupOf	C0014708
C0789393	subgroupOf	C0035525
C1509250	subgroupOf	C0000608
C3537628	subgroupOf	C0299792
C0981491	subgroupOf	C0700533
C0542905	subgroupOf	C0018546
C0976598	subgroupOf	C0700452
C0780711	subgroupOf	C0700555
C2710145	subgroupOf	C0060282
C4048944	subgroupOf	C0011148
C0937758	subgroupOf	C0081876
C2315416	subgroupOf	C0032950
C0976169	subgroupOf	C0011810
C0978205	subgroupOf	C0023726
C1509817	subgroupOf	C0041942
C0980210	subgroupOf	C0037494
C0980087	subgroupOf	C0036079
C0978713	subgroupOf	C0066700
C3847881	subgroupOf	C2698692
C3883337	subgroupOf	C0058731
C0976855	subgroupOf	C0015620
C1621378	subgroupOf	C0244713
C0977054	subgroupOf	C0016855
C0705536	subgroupOf	C0036079
C1576507	subgroupOf	C0039468
C4051134	subgroupOf	C3273719
C3668919	subgroupOf	C2353951
C2684476	subgroupOf	C0017725
C0978950	subgroupOf	C0027996
C0982879	subgroupOf	C0037508
C0775079	subgroupOf	C0071214
C0976168	subgroupOf	C0011810
C0979404	subgroupOf	C0031184
C0976900	subgroupOf	C0060277
C3245354	subgroupOf	C0546861
C0979459	subgroupOf	C0070570
C2587164	subgroupOf	C2350089
C0981682	subgroupOf	C0032857
C0981630	subgroupOf	C0903898
C0978132	subgroupOf	C0733365
C1329122	subgroupOf	C0700563
C0872850	subgroupOf	C0165631
C0693152	subgroupOf	C0002335
C0979692	subgroupOf	C0032857
C3495487	subgroupOf	C0060501
C0794635	subgroupOf	C0016277
C0975286	subgroupOf	C0007257
C0775246	subgroupOf	C0079691
C2240977	subgroupOf	C1328071
C2741622	subgroupOf	C0772054
C4542098	subgroupOf	C0067794
C0979403	subgroupOf	C0031184
C1698655	subgroupOf	C1700196
C3162838	subgroupOf	C0243237
C1443700	subgroupOf	C0361215
C0590815	subgroupOf	C0076829
C0978739	subgroupOf	C0066814
C0688606	subgroupOf	C0012265
C1349489	subgroupOf	C0025368
C3249241	subgroupOf	C0031470
C0358449	subgroupOf	C0700549
C2355956	subgroupOf	C0663733
C1509705	subgroupOf	C0546857
C0976721	subgroupOf	C0014810
C0709760	subgroupOf	C0700579
C1813511	subgroupOf	C1435444
C0350245	subgroupOf	C0011824
C0981411	subgroupOf	C0014563
C0980970	subgroupOf	C0700468
C0978482	subgroupOf	C0770893
C0977188	subgroupOf	C0017628
C0976369	subgroupOf	C0012203
C0689186	subgroupOf	C0304368
C0687883	subgroupOf	C0051696
C4520033	subgroupOf	C2316164
C0980700	subgroupOf	C0040134
C0688673	subgroupOf	C0013085
C0689431	subgroupOf	C0700455
C0773689	subgroupOf	C0040866
C1595249	subgroupOf	C0142046
C0978142	subgroupOf	C0079691
C0780941	subgroupOf	C0055729
C1572305	subgroupOf	C0066814
C0687764	subgroupOf	C0000946
C0977184	subgroupOf	C0017845
C0358142	subgroupOf	C0085259
C0973758	subgroupOf	C0000970
C0976526	subgroupOf	C0771848
C0704716	subgroupOf	C0052796
C0974953	subgroupOf	C0005320
C1712056	subgroupOf	C0770150
C0977197	subgroupOf	C0017861
C3474796	subgroupOf	C1113707
C0981595	subgroupOf	C0025826
C1176477	subgroupOf	C0014695
C1968326	subgroupOf	C1721288
C0975074	subgroupOf	C0304358
C0790477	subgroupOf	C0055895
C0705867	subgroupOf	C0063041
C0352535	subgroupOf	C0018513
C4082873	subgroupOf	C0282151
C0778610	subgroupOf	C0700542
C1319774	subgroupOf	C0937950
C3475340	subgroupOf	C0032952
C0776474	subgroupOf	C0018242
C0974347	subgroupOf	C0002645
C0978959	subgroupOf	C0027996
C2747344	subgroupOf	C0079691
C2948976	subgroupOf	C1455147
C0689206	subgroupOf	C0021246
C0980494	subgroupOf	C0076107
C0689376	subgroupOf	C0065374
C0978492	subgroupOf	C0721688
C3248004	subgroupOf	C1739768
C0978390	subgroupOf	C0025270
C3163037	subgroupOf	C0015846
C0774558	subgroupOf	C0031470
C0543236	subgroupOf	C4281926
C0784787	subgroupOf	C0600901
C4283720	subgroupOf	C4283710
C0710728	subgroupOf	C0700468
C1948472	subgroupOf	C0008318
C0979972	subgroupOf	C0035167
C2368828	subgroupOf	C0213404
C0936951	subgroupOf	C0032857
C0976773	subgroupOf	C0014938
C0980489	subgroupOf	C0076080
C0981380	subgroupOf	C0055711
C0689556	subgroupOf	C0025741
C4282050	subgroupOf	C0037494
C0780245	subgroupOf	C0045093
C0706215	subgroupOf	C0003166
C0688460	subgroupOf	C0010980
C3855202	subgroupOf	C3658706
C4051274	subgroupOf	C0017970
C3665683	subgroupOf	C1996349
C0975595	subgroupOf	C0546857
C1712128	subgroupOf	C0010583
C2920202	subgroupOf	C0002680
C0978666	subgroupOf	C0026156
C0981747	subgroupOf	C0041190
C4048963	subgroupOf	C0594375
C0775767	subgroupOf	C0031470
C0781374	subgroupOf	C0057992
C3531681	subgroupOf	C3531681
C1949322	subgroupOf	C1176329
C0991689	subgroupOf	C0017861
C0691158	subgroupOf	C0052657
C1813805	subgroupOf	C0065180
C0687858	subgroupOf	C0002555
C0688093	subgroupOf	C0006657
C2949241	subgroupOf	C0546857
C0689675	subgroupOf	C0066814
C0689335	subgroupOf	C0023570
C0978592	subgroupOf	C0025815
C1445874	subgroupOf	C1099664
C0688241	subgroupOf	C0700528
C4026742	subgroupOf	C0058731
C2723821	subgroupOf	C1831796
C0974654	subgroupOf	C0596005
C0937761	subgroupOf	C0025677
C4489899	subgroupOf	C0242525
C0976694	subgroupOf	C0287041
C0976397	subgroupOf	C0700579
C1169579	subgroupOf	C0700545
C0781137	subgroupOf	C0060277
C1829313	subgroupOf	C0014938
C0975946	subgroupOf	C0010137
C0688880	subgroupOf	C0016278
C0689517	subgroupOf	C0025631
C3833244	subgroupOf	C2930762
C0703457	subgroupOf	C0012203
C0978905	subgroupOf	C0027396
C0980360	subgroupOf	C0164662
C3484798	subgroupOf	C0066814
C3888182	subgroupOf	C0024480
C0975732	subgroupOf	C0546860
C0687778	subgroupOf	C0000992
C0976824	subgroupOf	C0037507
C0690472	subgroupOf	C0546879
C0976707	subgroupOf	C0014758
C1329214	subgroupOf	C0210657
C2720015	subgroupOf	C0030864
C0978249	subgroupOf	C0024002
C2718707	subgroupOf	C0770150
C0979920	subgroupOf	C0072857
C0980543	subgroupOf	C0546879
C0709769	subgroupOf	C0700579
C4082838	subgroupOf	C0979164
C0693147	subgroupOf	C0039623
C1276938	subgroupOf	C0039286
C3472924	subgroupOf	C0304352
C0691727	subgroupOf	C0022092
C4292672	subgroupOf	C1667052
C0976885	subgroupOf	C0060246
C0978365	subgroupOf	C0282227
C0976901	subgroupOf	C0060282
C0689861	subgroupOf	C0029983
C4048383	subgroupOf	C0700533
C0691958	subgroupOf	C0043491
C2718624	subgroupOf	C0282131
C0975031	subgroupOf	C0006020
C0977334	subgroupOf	C0061938
C0688655	subgroupOf	C0012772
C3695384	subgroupOf	C0528166
C2722692	subgroupOf	C0021403
C0795284	subgroupOf	C0004906
C0980036	subgroupOf	C0244821
C0689067	subgroupOf	C0282198
C2241108	subgroupOf	C0041660
C0774285	subgroupOf	C0282275
C3153370	subgroupOf	C0796545
C0980545	subgroupOf	C0546879
C0979922	subgroupOf	C0072857
C0689294	subgroupOf	C0071304
C3817062	subgroupOf	C2742502
C0690781	subgroupOf	C0060135
C3864342	subgroupOf	C0546868
C0593555	subgroupOf	C0020306
C0981284	subgroupOf	C0304411
C0689485	subgroupOf	C0000618
C0977725	subgroupOf	C0020823
C0691580	subgroupOf	C0282221
C1532442	subgroupOf	C0087000
C4519583	subgroupOf	C0689845
C0978164	subgroupOf	C0546869
C0995109	subgroupOf	C0001443
C1533369	subgroupOf	C0282386
C0991740	subgroupOf	C0036079
C0977581	subgroupOf	C0020268
C4275476	subgroupOf	C0074554
