head_UMLS_CUI	relation	tail_UMLS_CUI
C0030200	CTD	C0211011
C0000737	CTD	C1321596
C0040479	CTD	C0011685
C0000771	CTD	C0022562
C0030200	CTD	C0010594
C0006271	CTD	C0068684
C0009375	CTD	C0062169
C0021655	CTD	C2002716
C0023903	CTD	C0220794
C0009170	CTD	C0242973
C0085681	CTD	C0007886
C0018784	CTD	C0050379
C0878544	CTD	C0040778
C0039231	CTD	C0016972
C0021832	CTD	C0069763
C0042075	CTD	C0011041
C0011581	CTD	C0005324
C0027626	CTD	C0056143
C0030193	CTD	C0061278
C0030193	CTD	C0053169
C0036983	CTD	C0025219
C0052416	CTD	C0023186
C4277682	CTD	C0009073
C0042523	CTD	C0013404
C0085682	CTD	C0001367
C0667047	CTD	C0020619
C4277682	CTD	C0060130
C0009170	CTD	C0028768
C0003320	CTD	C0037383
C0020438	CTD	C0905598
C2239176	CTD	C0025826
C0020538	CTD	C0002006
C0027659	CTD	C0039607
C0006111	CTD	C0019903
C0031117	CTD	C1567121
C0020450	CTD	C0033229
C0020473	CTD	C0600615
C0025261	CTD	C1723022
C0018799	CTD	C1533491
C0009170	CTD	C0039494
C0043094	CTD	C0010029
C0004147	CTD	C4042891
C0031762	CTD	C0022635
C1720884	CTD	C0003469
C0021368	CTD	C2930696
C0033922	CTD	C0919289
C0005956	CTD	C0085149
C0008838	CTD	C0027708
C0001962	CTD	C0000771
C0076829	CTD	C0376532
C0032343	CTD	C0059387
C0236736	CTD	C0068157
C0039231	CTD	C0085038
C0038220	CTD	C0024778
C0014859	CTD	C0058157
C0039239	CTD	C0039855
C0018681	CTD	C0032952
C2937358	CTD	C0039286
C0035410	CTD	C0872968
C0021295	CTD	C0054436
C0700594	CTD	C0025815
C0025872	CTD	C0004669
C0273115	CTD	C0059291
C0009906	CTD	C0020545
C0039663	CTD	C0236969
C0018799	CTD	C0006020
C1269683	CTD	C0001655
C0009241	CTD	C0025611
C0151491	CTD	C0031990
C0036572	CTD	C0014294
C0028365	CTD	C0003469
C2609414	CTD	C0250480
C0001364	CTD	C0044275
C0003015	CTD	C0039338
C2609414	CTD	C0009262
C2239176	CTD	C0047805
C0000103	CTD	C0005395
C0242422	CTD	C0068168
C0151436	CTD	C0034414
C0027497	CTD	C0063549
C0009806	CTD	C0063322
C0003015	CTD	C0042109
C0032927	CTD	C1142933
C0025568	CTD	C0618111
C0024530	CTD	C0085170
C0022672	CTD	C0384228
C0019693	CTD	C3659601
C0044401	CTD	C0015967
C0000737	CTD	C1674040
C0003862	CTD	C0076275
C0428977	CTD	C0014294
C0178324	CTD	C2936609
C0025261	CTD	C0912136
C0027540	CTD	C0540694
C0035455	CTD	C0081408
C1565489	CTD	C0041041
C0025152	CTD	C0022661
C0011616	CTD	C0051459
C0033578	CTD	C0066230
C0008372	CTD	C0962831
C0018799	CTD	C0020281
C0040761	CTD	C0025506
C0038220	CTD	C0971230
C2609414	CTD	C0037025
C0022650	CTD	C0008273
C0013604	CTD	C0055630
C0271650	CTD	C0005330
C0025611	CTD	C0162529
C0043094	CTD	C0613080
C0028978	CTD	C0014869
C0009170	CTD	C0751895
C4277682	CTD	C0082608
C2931230	CTD	C0008283
C2609414	CTD	C0017861
C0242488	CTD	C0030054
C0033774	CTD	C0118168
C0020649	CTD	C0011892
C0020649	CTD	C0033442
C0008168	CTD	C0041466
C0024121	CTD	C0048644
C0085078	CTD	C0058202
C0018801	CTD	C0060133
C0013604	CTD	C0081104
C0020429	CTD	C0068649
C1262477	CTD	C1870809
C2609414	CTD	C0068395
C0020507	CTD	C0051696
C0023903	CTD	C0060850
C0036572	CTD	C0047053
C0030193	CTD	C1571174
C0024002	CTD	C0014548
C0027540	CTD	C0007727
C0023175	CTD	C0010481
C0878544	CTD	C0053799
C0020651	CTD	C0039468
C0043094	CTD	C0060808
C0007370	CTD	C0302933
C0017178	CTD	C0008806
C0020429	CTD	C0030771
C0007137	CTD	C0006674
C0065632	CTD	C0022572
C0021368	CTD	C0060291
C0040822	CTD	C0015840
C0021368	CTD	C1958643
C0040997	CTD	C0006230
C1453642	CTD	C0025295
C0019209	CTD	C0674569
C0005330	CTD	C0022672
C0023903	CTD	C0072177
C0022346	CTD	C0015620
C0085217	CTD	C0003813
C0242422	CTD	C0079286
C0006118	CTD	C0091291
C0021364	CTD	C0010209
C0917964	CTD	C0162834
C0036572	CTD	C1142931
C0039943	CTD	C0024535
C0033687	CTD	C0102118
C0027765	CTD	C0015827
C0164662	CTD	C0751651
C0701818	CTD	C0007552
C0008286	CTD	C0033922
C0033975	CTD	C0079246
C0020538	CTD	C0010620
C0043094	CTD	C0012052
C0008031	CTD	C0002026
C0023903	CTD	C0005052
C1261287	CTD	C0033306
C0032285	CTD	C0056598
C0007222	CTD	C0050940
C0028754	CTD	C0008395
C1565489	CTD	C0259656
C0003818	CTD	C0025209
C0040610	CTD	C0027796
C0002598	CTD	C0012979
C0040905	CTD	C0028796
C0014025	CTD	C0020443
C0025202	CTD	C0012460
C0038358	CTD	C0378482
C0003869	CTD	C2930041
C0017107	CTD	C0020282
C0020503	CTD	C0006675
C0022672	CTD	C0011892
C0032950	CTD	C0021655
C0041296	CTD	C0717871
C0012022	CTD	C0852036
C0004782	CTD	C0041009
C0020619	CTD	C1744086
C0008370	CTD	C0032899
C0003873	CTD	C0073371
C0012739	CTD	C0018242
C0041582	CTD	C0040096
C0026896	CTD	C0035525
C0700359	CTD	C0062699
C1449861	CTD	C0040383
C0040165	CTD	C0018023
C0033578	CTD	C0000677
C2609414	CTD	C0038760
C0011860	CTD	C0024547
C0073096	CTD	C0079731
C0684337	CTD	C0000294
C0007131	CTD	C1831873
C0027627	CTD	C0040845
C0013595	CTD	C0051113
C0149931	CTD	C0069751
C0025819	CTD	C0035235
C0010583	CTD	C3714514
C0025677	CTD	C0005967
C0024668	CTD	C0006494
C0042963	CTD	C0034255
C0020651	CTD	C0069766
C0032787	CTD	C0209738
C0752351	CTD	C0054412
C0007257	CTD	C0035309
C0027092	CTD	C0062716
C0016719	CTD	C0043832
C0015111	CTD	C0013575
C0376628	CTD	C3494345
C0005695	CTD	C0006506
C0024530	CTD	C0055447
C0162820	CTD	C0055809
C0151740	CTD	C0022026
C0079744	CTD	C0065447
C0001367	CTD	C0001175
C0035066	CTD	C1257993
C0028840	CTD	C0007036
C3882647	CTD	C0032441
C0004096	CTD	C0023542
C0002622	CTD	C0025386
C0060197	CTD	C0015695
C0041755	CTD	C0041026
C0051692	CTD	C0040196
C0034063	CTD	C0541746
C0036442	CTD	C0002624
C0001122	CTD	C0025643
C0008625	CTD	C0065644
C0023066	CTD	C0073393
C0013404	CTD	C0246415
C4277682	CTD	C0047964
C1262477	CTD	C0076611
C1145628	CTD	C0002333
C0039231	CTD	C3713675
C0006111	CTD	C0064877
C0035410	CTD	C0008845
C0281603	CTD	C0027651
C1458155	CTD	C0011501
C0015967	CTD	C0063501
C0020621	CTD	C0004599
C0031507	CTD	C0020580
C0040034	CTD	C0025153
C0009968	CTD	C0020459
C0007370	CTD	C0084572
C0002679	CTD	C0031212
C0019209	CTD	C0033017
C0033941	CTD	C0011892
C0042510	CTD	C0052972
C0022625	CTD	C3850157
C0038220	CTD	C0209738
C1458155	CTD	C1609656
C0042514	CTD	C0071172
C0039623	CTD	C0393593
C0011038	CTD	C0042075
C0035234	CTD	C0002575
C0011615	CTD	C0378466
C0025810	CTD	C0751878
C0033228	CTD	C0021655
C0001962	CTD	C0024121
C0025611	CTD	C0003431
C0043031	CTD	C0018994
C0036572	CTD	C0071174
C0027051	CTD	C0009131
C0016367	CTD	C0013421
C0020429	CTD	C0256632
C0032019	CTD	C0068202
C0003811	CTD	C0035983
C0030554	CTD	C0054155
C3882647	CTD	C0037098
C0042963	CTD	C0065335
C0018681	CTD	C1329978
C1458155	CTD	C0051840
C0003469	CTD	C0011786
C0041044	CTD	C0243026
C0015468	CTD	C0665917
C0019134	CTD	C0002949
C0041755	CTD	C0013328
C0027627	CTD	C0027375
C0017178	CTD	C0008296
C0024121	CTD	C0053396
C0023903	CTD	C1959616
C0242488	CTD	C1721376
C0020402	CTD	C0002884
C0030319	CTD	C0028420
C0271355	CTD	C1608295
C0000772	CTD	C0025794
C0012197	CTD	C2239176
C0032952	CTD	C0024137
C2609414	CTD	C0008163
C0038002	CTD	C0077274
C0021603	CTD	C0005038
C0004782	CTD	C0050940
C0020429	CTD	C0013089
C0030054	CTD	C0231835
C0878544	CTD	C0068314
C0024121	CTD	C0969365
C0034063	CTD	C0208225
C0007097	CTD	C0015620
C0085636	CTD	C0009008
C0011853	CTD	C0074719
C0042487	CTD	C0065879
C0013386	CTD	C0003290
C0043065	CTD	C0032821
C0033487	CTD	C0033687
C0023895	CTD	C0038760
C0006983	CTD	C0376634
C0029944	CTD	C0028126
C1174893	CTD	C2607914
C0030567	CTD	C0043481
C0023051	CTD	C0016365
C0014335	CTD	C0050940
C0020538	CTD	C0069392
C0031117	CTD	C0209738
C0033578	CTD	C0162713
C0020649	CTD	C0060520
C0041105	CTD	C0065638
C0041041	CTD	C0022354
C0026613	CTD	C0025853
C0008625	CTD	C0033200
C0038587	CTD	C0025912
C0878544	CTD	C0012253
C0021655	CTD	C0065060
C0002888	CTD	C0034283
C0042384	CTD	C0050403
C0086439	CTD	C3851252
C0014170	CTD	C0911379
C0242973	CTD	C0072980
C0001204	CTD	C0021508
C0023186	CTD	C0039245
C4277682	CTD	C0020261
C0022104	CTD	C2698773
C0024121	CTD	C0014582
C0008783	CTD	C0376670
C0002598	CTD	C0242514
C0013604	CTD	C0638102
C0029928	CTD	C0077259
C0036572	CTD	C0004905
C0035309	CTD	C0391001
C0000983	CTD	C0878773
C0041296	CTD	C0008024
C0005586	CTD	C0168388
C0025500	CTD	C0067306
C0042487	CTD	C0070166
C0026821	CTD	C0085542
C0008370	CTD	C0010976
C0038220	CTD	C0001041
C0022672	CTD	C0008838
C0002880	CTD	C0028277
C0522224	CTD	C2350767
C0025023	CTD	C0023794
C0006400	CTD	C0042514
C4277682	CTD	C0034403
C0000970	CTD	C0020452
C0040479	CTD	C0534301
C0014170	CTD	C0010583
C0006976	CTD	C0033817
C0018818	CTD	C0054252
C0026650	CTD	C0013328
C0018801	CTD	C0208801
C0001418	CTD	C0671970
C0030842	CTD	C0020429
C0021368	CTD	C0039350
C0025677	CTD	C0013428
C0033687	CTD	C0667301
C0014912	CTD	C0020557
C0014544	CTD	C0050878
C0019158	CTD	C0060389
C0034063	CTD	C0053490
C0021364	CTD	C0040958
C0011853	CTD	C0002006
C0040425	CTD	C2743628
C0026846	CTD	C0009002
C0030569	CTD	C0391001
C0030756	CTD	C0070455
C0236733	CTD	C0530189
C0007222	CTD	C0014252
C1535939	CTD	C0032433
C0149931	CTD	C0037366
C0030554	CTD	C0063725
C0012833	CTD	C0005038
C0013604	CTD	C2743345
C0038317	CTD	C0242875
C0022346	CTD	C0010286
C4277682	CTD	C0042118
C0002563	CTD	C0001511
C0008625	CTD	C0057233
C0041044	CTD	C0034069
C0428977	CTD	C0638294
C0236969	CTD	C0026818
C0338656	CTD	C0253007
C1535939	CTD	C0376565
C0007131	CTD	C0039736
C0021361	CTD	C0037638
C0012091	CTD	C0007222
C0030319	CTD	C0535968
C0004153	CTD	C2683417
C0004153	CTD	C0061822
C0206461	CTD	C0002965
C0020564	CTD	C0054412
C0020621	CTD	C0262964
C0039070	CTD	C0070122
C0027626	CTD	C1516119
C0035412	CTD	C2933442
C0012644	CTD	C0037684
C0025677	CTD	C0007117
C0151436	CTD	C0070122
C0020443	CTD	C0037508
C0019054	CTD	C3252651
C0273115	CTD	C0037643
C0031542	CTD	C0130561
C0016360	CTD	C0007130
C0006632	CTD	C2362324
C0273115	CTD	C0616058
C0040822	CTD	C0015043
C0005967	CTD	C0043603
C0027651	CTD	C0030342
C0010583	CTD	C0206676
C0023904	CTD	C0254481
C0032927	CTD	C0062638
C0027626	CTD	C0078517
C0026613	CTD	C0102840
C0035126	CTD	C0023413
C0019151	CTD	C0078839
C4277682	CTD	C0074794
C0878544	CTD	C0043481
C0017638	CTD	C0123931
C0025261	CTD	C0056836
C0023903	CTD	C1260024
C0020259	CTD	C0021368
C0038220	CTD	C0078844
C0017178	CTD	C0016343
C0000956	CTD	C0018946
C0013421	CTD	C0008783
C0042291	CTD	C0024137
C0036189	CTD	C0002624
C0036396	CTD	C0021246
C0025261	CTD	C0059796
C0031392	CTD	C0242973
C0014549	CTD	C0010582
C0032290	CTD	C0073601
C0038002	CTD	C0060229
C0005940	CTD	C0065654
C0020514	CTD	C0127649
C0019134	CTD	C0034186
C0019209	CTD	C0046596
C0070166	CTD	C0015967
C0039239	CTD	C0771200
C0033511	CTD	C0036749
C0005695	CTD	C0031441
C0033054	CTD	C0043454
C0041834	CTD	C0070413
C0000771	CTD	C0087870
C0036572	CTD	C0164843
C0013386	CTD	C0061851
C0040128	CTD	C0072662
C0878544	CTD	C0051289
C0077938	CTD	C0030354
C0032927	CTD	C0074279
C0170483	CTD	C0178324
C0243026	CTD	C0025893
C0022209	CTD	C0036454
C0042291	CTD	C0033774
C1262477	CTD	C0051200
C2609414	CTD	C0052377
C0007370	CTD	C0052082
C0042109	CTD	C0026187
C0013345	CTD	C0033578
C0023473	CTD	C0002199
C0028403	CTD	C0020459
C0020621	CTD	C0717400
C0020514	CTD	C0103900
C0028066	CTD	C0151744
C1956346	CTD	C0068808
C0025261	CTD	C0024643
C2609414	CTD	C0016875
C0028160	CTD	C0242488
C0073393	CTD	C0015732
C0025677	CTD	C0027666
C0041755	CTD	C0055007
C0023434	CTD	C0052416
C0041657	CTD	C0025854
C0025376	CTD	C0015930
C0041834	CTD	C0040905
C0013182	CTD	C0960598
C0007785	CTD	C0058193
C0043094	CTD	C0654158
C0027626	CTD	C0050465
C1565489	CTD	C0078840
C0030848	CTD	C2928283
C2609414	CTD	C0017066
C0033922	CTD	C0076502
C0032927	CTD	C0048112
C3887506	CTD	C0057820
C0013608	CTD	C1720884
C0009170	CTD	C0151744
C0042291	CTD	C0497327
C0027540	CTD	C0011479
C0038587	CTD	C0033148
C0025605	CTD	C0456909
C0376628	CTD	C0384992
C0428977	CTD	C0003385
C0038358	CTD	C0052432
C0042413	CTD	C2717957
C0001962	CTD	C0266470
C0020823	CTD	C0005956
C0035204	CTD	C0908688
C0011616	CTD	C0911379
C0012644	CTD	C0638100
C0012963	CTD	C0029944
C0152025	CTD	C0013090
C0162557	CTD	C0031444
C0017178	CTD	C0003211
C0000737	CTD	C0000983
C0070122	CTD	C0751771
C0270853	CTD	C0377265
C0027627	CTD	C0054434
C0022672	CTD	C0076275
C0027746	CTD	C0038432
C0022658	CTD	C0025417
C0043474	CTD	C0036220
C0020361	CTD	C0003431
C0013604	CTD	C1135174
C0039240	CTD	C3657845
C0011581	CTD	C0057598
C0010583	CTD	C1292772
C0151786	CTD	C0006050
C0010073	CTD	C0022026
C0162820	CTD	C0053289
C0028960	CTD	C0877863
C0022209	CTD	C0003635
C0040334	CTD	C0034067
C0034392	CTD	C0403823
C0042514	CTD	C0054836
C0009676	CTD	C1742884
C4277682	CTD	C0000294
C0027651	CTD	C0025803
C0007370	CTD	C0217937
C0038432	CTD	C0007134
C0132515	CTD	C0017185
C0086468	CTD	C0011777
C0002726	CTD	C0029997
C0236964	CTD	C0012384
C0085129	CTD	C0008209
C0020651	CTD	C0000378
C0032343	CTD	C0046100
C0027651	CTD	C0001204
C0019114	CTD	C0056782
C0021368	CTD	C1870809
C0162820	CTD	C0031428
C0019209	CTD	C0392419
C0022658	CTD	C0060229
C0000771	CTD	C0080138
C0015695	CTD	C0047069
C0018681	CTD	C0009214
C0039601	CTD	C0021655
C0242528	CTD	C0074554
C0030899	CTD	C0027726
C0032227	CTD	C0007289
C0040845	CTD	C0019087
C0043094	CTD	C0016072
C0019158	CTD	C0071152
C0876994	CTD	C0015153
C0020429	CTD	C0036751
C0007222	CTD	C0053396
C0016059	CTD	C0005522
C0027746	CTD	C0064170
C0118168	CTD	C0521542
C0018799	CTD	C0291161
C0026764	CTD	C1541463
C0019080	CTD	C0042878
C0009079	CTD	C0041657
C0013604	CTD	C0054416
C0023264	CTD	C0284471
C0020621	CTD	C0006979
C0027497	CTD	C0001975
C0035234	CTD	C0021576
C0038325	CTD	C0007559
C0042679	CTD	C0015732
C0236969	CTD	C0007561
C2936350	CTD	C1098320
C0011777	CTD	C0040156
C0025152	CTD	C0015967
C0042963	CTD	C0025688
C2239176	CTD	C2973537
C0036216	CTD	C0028157
C0031117	CTD	C0025709
C0021368	CTD	C0002092
C0032962	CTD	C0037136
C0054836	CTD	C0034372
C0011812	CTD	C4042891
C0041044	CTD	C0019158
C0028841	CTD	C0031937
C0002622	CTD	C0075382
C3887506	CTD	C0072892
C0072225	CTD	C0022672
C0028156	CTD	C0019080
C0020461	CTD	C1145701
C0027051	CTD	C0039607
C0034155	CTD	C0042672
C0022667	CTD	C0060148
C0035229	CTD	C0525773
C0001962	CTD	C0376618
C0024705	CTD	C0025345
C0009241	CTD	C0040610
C0001973	CTD	C0022322
C0040479	CTD	C0003290
C0013604	CTD	C1644606
C0206762	CTD	C0006949
C0004057	CTD	C0242992
C0035242	CTD	C0031583
C0023890	CTD	C0042684
C0036572	CTD	C2715878
C0042874	CTD	C0035344
C0020429	CTD	C0066808
C0013386	CTD	C0031436
C0013404	CTD	C0075762
C0162557	CTD	C0009011
C0019158	CTD	C0076218
C0032952	CTD	C0079744
C0027612	CTD	C0014912
C0027651	CTD	C0016157
C0242422	CTD	C2935004
C0031154	CTD	C0081408
C0030567	CTD	C0048692
C0074393	CTD	C0013362
C0014025	CTD	C0031036
C0006644	CTD	C0162869
C0023380	CTD	C1099472
C0065864	CTD	C0030353
C0009241	CTD	C0132515
C0027746	CTD	C0247402
C0026650	CTD	C0031935
C0000772	CTD	C0172926
C0014025	CTD	C0011882
C0600467	CTD	C0023810
C1565489	CTD	C0039051
C0020555	CTD	C0026196
C0027726	CTD	C0043366
C0020544	CTD	C0088951
C0032617	CTD	C0002502
C0015620	CTD	C0014869
C0085174	CTD	C0004352
C0036860	CTD	C0006435
C0002622	CTD	C0052927
C0041755	CTD	C0036078
C0056632	CTD	C0030421
C0009968	CTD	C0025261
C0016365	CTD	C0023794
C0033405	CTD	C0015967
C0042109	CTD	C0040377
C0023186	CTD	C0066407
C0042769	CTD	C0286079
C0002622	CTD	C0650989
C0003578	CTD	C0031469
C0020550	CTD	C0021968
C0052377	CTD	C0004698
C2609414	CTD	C0007537
C0086439	CTD	C0023929
C0018549	CTD	C0085593
C0038432	CTD	C0009241
C4277682	CTD	C0018605
C0015131	CTD	C0003578
C0027051	CTD	C0028125
C0074719	CTD	C0007621
C0027540	CTD	C1702824
C0036572	CTD	C0532258
C0027854	CTD	C0289547
C0751837	CTD	C0024778
C0004096	CTD	C0298499
C0497552	CTD	C0066718
C0001122	CTD	C0006976
C0027540	CTD	C0025270
C0015967	CTD	C0004745
C0878773	CTD	C0039629
C0162823	CTD	C0040384
C0011991	CTD	C0085217
C1961102	CTD	C1998098
C0028840	CTD	C0032950
C0001418	CTD	C0917976
C0025261	CTD	C0026472
C0030297	CTD	C0038792
C0005695	CTD	C0015051
C0018681	CTD	C0018242
C0033054	CTD	C0012010
C0042679	CTD	C0042940
C0026187	CTD	C0162836
C0078257	CTD	C0013604
C0004936	CTD	C0025678
C0013604	CTD	C0085260
C0043352	CTD	C0024778
C0270730	CTD	C0000098
C0009241	CTD	C0063252
C0038325	CTD	C0054836
C0012582	CTD	C0003460
C2936350	CTD	C0004380
C0003811	CTD	C0905464
C0031762	CTD	C0286651
C0040845	CTD	C0006287
C0017436	CTD	C0004626
C0003123	CTD	C0022057
C2609414	CTD	C0028132
C0024121	CTD	C0023749
C0040822	CTD	C0065638
C0041755	CTD	C0018034
C0022658	CTD	C0024706
C0018524	CTD	C0029309
C0164662	CTD	C0041834
C0028840	CTD	C0010192
C0005695	CTD	C0012804
C0009241	CTD	C0060135
C0001962	CTD	C0038354
C0073889	CTD	C0001125
C0026187	CTD	C0018834
C0023904	CTD	C0068232
C0238198	CTD	C0939537
C0036572	CTD	C0011228
C0012133	CTD	C0027854
C0000737	CTD	C3712232
C0017638	CTD	C0006812
C0023794	CTD	C0055082
C0013089	CTD	C0026857
C0027765	CTD	C0002563
C0015011	CTD	C0013604
C0005612	CTD	C0066415
C0032285	CTD	C0142056
C0020443	CTD	C0008395
C0015827	CTD	C4042891
C0007621	CTD	C0046322
C0020429	CTD	C0530372
C0003811	CTD	C0051989
C0008625	CTD	C0212877
C0027765	CTD	C0014939
C0033790	CTD	C1698934
C0010961	CTD	C0034067
C0004623	CTD	C0027324
C0008370	CTD	C0753645
C0016059	CTD	C0041066
C0035229	CTD	C0010547
C0004134	CTD	C0008783
C0015967	CTD	C0025887
C0021368	CTD	C1456331
C4277682	CTD	C1532737
C0023601	CTD	C0078245
C0027765	CTD	C1435444
C0273115	CTD	C1096793
C0023470	CTD	C0054119
C0007561	CTD	C0009440
C0023175	CTD	C0751859
C1674040	CTD	C0011991
C0018799	CTD	C0012772
C2239176	CTD	C0036078
C0085307	CTD	C0673210
C0020538	CTD	C0025805
C0027627	CTD	C0041383
C0036002	CTD	C0011071
C0041834	CTD	C0057749
C4277682	CTD	C0074299
C0026187	CTD	C0009241
C0015672	CTD	C0011064
C0016059	CTD	C0034738
C0878773	CTD	C0026818
C0033578	CTD	C0006632
C0019209	CTD	C0057934
C0033054	CTD	C0003818
C0054452	CTD	C0033586
C0428977	CTD	C0002772
C0020473	CTD	C0635282
C0030193	CTD	C0022499
C0020538	CTD	C0062212
C0076611	CTD	C0021368
C0031264	CTD	C0151827
C0038454	CTD	C0014025
C0008318	CTD	C0026858
C0001927	CTD	C0010073
C4277682	CTD	C0055483
C0013604	CTD	C0055754
C0013089	CTD	C0007194
C0027819	CTD	C0022265
C0086439	CTD	C0039623
C0000768	CTD	C0012060
C0020524	CTD	C0030883
C0019829	CTD	C0054326
C0010711	CTD	C0242698
C0026848	CTD	C0031621
C0751908	CTD	C0020740
C0020429	CTD	C0662694
C0027707	CTD	C0907410
C0029944	CTD	C0031448
C0020649	CTD	C0016967
C0030286	CTD	C0045136
C0040034	CTD	C0052416
C0028960	CTD	C0005038
C0162533	CTD	C0033148
C0001614	CTD	C0065331
C0075210	CTD	C0013428
C0053800	CTD	C0032343
C0007009	CTD	C0008066
C0039239	CTD	C0014479
C0007137	CTD	C0043481
C0025500	CTD	C0039736
C0009968	CTD	C0040136
C0027540	CTD	C0000983
C0993582	CTD	C0010294
C0052759	CTD	C0037383
C0002658	CTD	C0162869
C0103045	CTD	C0020557
C0080274	CTD	C0016229
C0024480	CTD	C1527311
C0012258	CTD	C1412000
C0003873	CTD	C0065279
C0034068	CTD	C0052940
C0004153	CTD	C0042306
C0009319	CTD	C2744144
C0023904	CTD	C0043833
C0013089	CTD	C0007274
C3178766	CTD	C3712797
C0012091	CTD	C0017178
C0015696	CTD	C0009002
C3887506	CTD	C0000544
C0003469	CTD	C0132831
C0003460	CTD	C0027603
C0019337	CTD	C0963192
C0013447	CTD	C0027603
C0014964	CTD	C0041324
C0021831	CTD	C0071304
C0010583	CTD	C0011615
C0036078	CTD	C0033774
C0027947	CTD	C0076080
C0073096	CTD	C0026764
C0919532	CTD	C0032458
C0023904	CTD	C0031412
C0007820	CTD	C0028160
C0030567	CTD	C0039400
C0004096	CTD	C0037366
C0039231	CTD	C0062637
C2239176	CTD	C0297641
C0025241	CTD	C1334815
C0023794	CTD	C0077069
C0993582	CTD	C0244760
C0021368	CTD	C1609850
C0027626	CTD	C0061179
C0012087	CTD	C0003950
C0011853	CTD	C1570259
C1565489	CTD	C0535515
C0027765	CTD	C1528275
C0020877	CTD	C0084631
C0273115	CTD	C0037248
C1262477	CTD	C0070455
C0020823	CTD	C0003469
C0005586	CTD	C0005578
C0242698	CTD	C0050379
C0015695	CTD	C0040610
C0003811	CTD	C0002667
C0027765	CTD	C0048297
C0038587	CTD	C0026818
C0012569	CTD	C0010464
C0007370	CTD	C1142931
C0023418	CTD	C0034242
C0033687	CTD	C0050175
C0041755	CTD	C0025219
C0009404	CTD	C1533491
C0013182	CTD	C0057831
C0028768	CTD	C0032950
C0013386	CTD	C0006246
C0030827	CTD	C0019054
C0040128	CTD	C0040165
C0023903	CTD	C0030855
C0035126	CTD	C0042866
C0027051	CTD	C0044923
C0023893	CTD	C0212660
C0008287	CTD	C0017658
C0035126	CTD	C0245179
C0017178	CTD	C0017887
C0027651	CTD	C0051201
C0030193	CTD	C0016712
C0034392	CTD	C0162770
C0162316	CTD	C0028159
C0009905	CTD	C0033046
C0074554	CTD	C0158266
C0002871	CTD	C0206795
C0273115	CTD	C0001871
C0027651	CTD	C1135174
C0027651	CTD	C0047171
C0149931	CTD	C0017887
C0027765	CTD	C0606070
C0018549	CTD	C0000771
C0011609	CTD	C0022419
C0019151	CTD	C0068485
C0007134	CTD	C0013089
C0042075	CTD	C0076107
C0004153	CTD	C0289787
C0015379	CTD	C0005036
C1565489	CTD	C0002499
C0032343	CTD	C0046926
C0023794	CTD	C0094381
C0242488	CTD	C0965514
C0018524	CTD	C2715878
C0027059	CTD	C0002667
C0036572	CTD	C0074587
C0020651	CTD	C0035525
C0019209	CTD	C0011038
C0162820	CTD	C0068332
C0040128	CTD	C0068322
C0027540	CTD	C0056731
C0076733	CTD	C1257806
C0006118	CTD	C1722081
C3887506	CTD	C0536217
C0236736	CTD	C0070644
C0037929	CTD	C0081408
C0037929	CTD	C0038836
C0036572	CTD	C0918270
C0026837	CTD	C0009014
C0027497	CTD	C1739826
C0006507	CTD	C0030297
C0004659	CTD	C0109937
C0032447	CTD	C1257958
C0001824	CTD	C0002641
C2609414	CTD	C0051761
C0008286	CTD	C0038220
C0009241	CTD	C0056077
C0012472	CTD	C0033774
C0000771	CTD	C0059807
C0025261	CTD	C0132878
C2609414	CTD	C0062602
C0020538	CTD	C0051870
C0027651	CTD	C0006864
C0018801	CTD	C0528023
C0040053	CTD	C0950855
C0018681	CTD	C0107994
C3887506	CTD	C0004237
C0022575	CTD	C0036442
C0270611	CTD	C0041964
C0033054	CTD	C0002406
C3887506	CTD	C0025810
C4277682	CTD	C0004475
C0017658	CTD	C0040057
C0042963	CTD	C0030771
C0016018	CTD	C0017658
C0008269	CTD	C0002878
C0028978	CTD	C0017178
C0011849	CTD	C0021576
C0000772	CTD	C0034424
C0029456	CTD	C0936139
C0038358	CTD	C0132515
C1961102	CTD	C1258127
C0013604	CTD	C0251223
C0086468	CTD	C0068511
C0012197	CTD	C0023904
C0021368	CTD	C0765565
C0006681	CTD	C0006736
C0299792	CTD	C0005586
C0011881	CTD	C1449691
C0031542	CTD	C0015900
C1449861	CTD	C0051151
C1961099	CTD	C0000618
C0085307	CTD	C1568457
C0004153	CTD	C2350767
C0038587	CTD	C0964091
C0024667	CTD	C0010927
C0036572	CTD	C0962333
C0347988	CTD	C0085209
C0020429	CTD	C0012010
C0038356	CTD	C1311122
C0027659	CTD	C0044050
C0039240	CTD	C0034414
C0042679	CTD	C0012644
C0037822	CTD	C0378482
C0005956	CTD	C0031404
C0011581	CTD	C0063159
C0020564	CTD	C0245791
C0019163	CTD	C0387367
C0034392	CTD	C0030297
C0206754	CTD	C0935918
C0011185	CTD	C0236736
C0013384	CTD	C0072879
C0086439	CTD	C0025741
C0013604	CTD	C0212386
C0007222	CTD	C1138408
C0030310	CTD	C0030201
C0007760	CTD	C0038807
C0010072	CTD	C0058438
C0040822	CTD	C0031935
C0004936	CTD	C0031935
C0011015	CTD	C0242973
C0016365	CTD	C0034065
C0020524	CTD	C0023863
C0041190	CTD	C0017612
C0039644	CTD	C0085605
C0027720	CTD	C0040372
C0040028	CTD	C0039871
